Motion Through Fluids Experiment Mon, Sep 23, 2024 8:33 PM
Time(sec)	Position(mm)
13.712	56.450
13.762	56.655
13.812	56.655
13.862	56.859
13.912	57.064
13.962	57.064
14.012	57.269
14.062	57.269
14.112	57.474
14.162	57.474
14.212	57.678
14.262	57.883
14.312	57.883
14.362	58.088
14.412	58.088
14.462	58.292
14.512	58.292
14.562	58.497
14.612	58.497
14.662	58.701
14.712	58.701
14.762	58.906
14.812	59.110
14.862	59.110
14.912	59.315
14.962	59.315
15.012	59.519
15.062	59.519
15.112	59.724
15.162	59.928
15.212	59.928
15.262	60.132
15.312	60.132
15.362	60.337
15.412	60.337
15.462	60.541
15.512	60.745
15.562	60.745
15.612	60.949
15.662	60.949
15.712	61.154
15.762	61.154
15.812	61.358
15.862	61.358
15.912	61.562
15.962	61.766
16.012	61.766
16.062	61.970
16.112	61.970
16.162	62.174
16.212	62.174
16.262	62.378
16.312	62.582
16.362	62.582
16.412	62.786
16.462	62.786
16.512	62.990
16.562	62.990
16.612	63.194
16.662	63.194
16.712	63.397
16.762	63.601
16.812	63.601
16.862	63.805
16.912	63.805
16.962	64.009
17.012	64.009
17.062	64.212
17.112	64.212
17.162	64.416
17.212	64.620
17.262	64.620
17.312	64.823
17.362	64.823
17.412	65.027
17.462	65.027
17.512	65.231
17.562	65.231
17.612	65.434
17.662	65.434
17.712	65.638
17.762	65.638
17.812	65.841
17.862	66.045
17.912	66.045
17.962	66.248
18.012	66.248
18.062	66.451
18.112	66.451
18.162	66.655
18.212	66.655
18.262	66.858
18.312	67.061
18.362	67.061
18.412	67.265
18.462	67.265
18.512	67.468
18.562	67.468
18.612	67.671
18.662	67.671
18.712	67.874
18.762	67.874
18.812	68.078
18.862	68.281
18.912	68.281
18.962	68.484
19.012	68.484
19.062	68.687
19.112	68.687
19.162	68.890
19.212	68.890
19.262	69.093
19.312	69.093
19.362	69.296
19.412	69.499
19.462	69.499
19.512	69.702
19.562	69.702
19.612	69.905
19.662	69.905
19.712	70.108
19.762	70.108
19.812	70.311
19.862	70.311
19.912	70.513
19.962	70.513
20.012	70.716
20.062	70.919
20.112	70.919
20.162	71.122
20.212	71.122
20.262	71.324
20.312	71.324
20.362	71.527
20.412	71.527
20.462	71.730
20.512	71.730
20.562	71.933
20.612	72.135
20.662	72.135
20.712	72.338
20.762	72.338
20.812	72.540
20.862	72.540
20.912	72.743
20.962	72.743
21.013	72.945
21.062	72.945
21.112	73.148
21.162	73.148
21.212	73.350
21.263	73.350
21.312	73.553
21.362	73.553
21.412	73.755
21.462	73.755
21.512	73.958
21.562	74.160
21.612	74.160
21.662	74.362
21.712	74.362
21.762	74.564
21.812	74.564
21.862	74.767
21.912	74.767
21.962	74.969
22.012	74.969
22.062	75.171
22.112	75.171
22.162	75.373
22.212	75.373
22.262	75.576
22.312	75.576
22.362	75.778
22.412	75.980
22.462	75.980
22.512	76.182
22.562	76.182
22.612	76.384
22.662	76.384
22.712	76.586
22.762	76.586
22.812	76.788
22.862	76.788
22.912	76.990
22.962	76.990
23.012	77.192
23.062	77.192
23.112	77.394
23.162	77.394
23.212	77.596
23.262	77.596
23.312	77.798
23.362	78.000
23.412	78.000
23.462	78.202
23.512	78.202
23.562	78.403
23.612	78.403
23.662	78.605
23.712	78.605
23.762	78.807
23.812	78.807
23.862	79.009
23.912	79.009
23.962	79.210
24.012	79.210
24.062	79.412
24.112	79.412
24.162	79.614
24.212	79.815
24.262	79.815
24.312	79.815
24.362	80.017
24.412	80.017
24.462	80.219
24.512	80.219
24.562	80.420
24.612	80.420
24.662	80.622
24.712	80.823
24.762	80.823
24.812	81.025
24.862	81.025
24.912	81.226
24.962	81.226
25.012	81.428
25.062	81.428
25.112	81.629
25.162	81.629
25.212	81.831
25.262	81.831
25.312	82.032
25.362	82.032
25.412	82.233
25.462	82.233
25.512	82.435
25.562	82.435
25.612	82.636
25.662	82.636
25.712	82.837
25.762	82.837
25.812	83.039
25.862	83.039
25.912	83.240
25.962	83.240
26.012	83.441
26.062	83.441
26.112	83.642
26.162	83.843
26.212	83.843
26.262	83.843
26.312	84.045
26.362	84.246
26.412	84.246
26.462	84.447
26.512	84.447
26.562	84.648
26.612	84.648
26.662	84.849
26.712	84.849
26.762	85.050
26.812	85.050
26.862	85.251
26.912	85.251
26.962	85.452
27.012	85.452
27.062	85.653
27.112	85.653
27.162	85.854
27.212	85.854
27.262	86.055
27.312	86.055
27.362	86.256
27.412	86.256
27.462	86.457
27.512	86.457
27.562	86.658
27.612	86.658
27.662	86.858
27.712	86.858
27.762	87.059
27.812	87.059
27.862	87.260
27.912	87.260
27.962	87.461
28.012	87.461
28.062	87.661
28.112	87.661
28.162	87.862
28.212	87.862
28.262	88.063
28.312	88.063
28.362	88.264
28.412	88.264
28.462	88.464
28.512	88.464
28.562	88.665
28.612	88.665
28.662	88.866
28.712	88.866
28.762	89.066
28.812	89.066
28.862	89.267
28.912	89.267
28.963	89.467
29.012	89.467
29.062	89.668
29.112	89.668
29.162	89.868
29.212	89.868
29.262	90.069
29.312	90.069
29.362	90.269
29.412	90.269
29.462	90.470
29.512	90.470
29.562	90.670
29.612	90.670
29.662	90.871
29.712	90.871
29.762	91.071
29.812	91.071
29.862	91.271
29.912	91.271
29.962	91.472
30.012	91.472
30.062	91.672
30.112	91.672
30.162	91.872
30.212	91.872
30.262	92.073
30.312	92.073
30.362	92.273
30.412	92.273
30.462	92.473
30.512	92.473
30.562	92.673
30.612	92.673
30.662	92.874
30.712	92.874
30.762	93.074
30.812	93.074
30.862	93.274
30.912	93.274
30.962	93.474
31.012	93.474
31.062	93.676
31.112	93.674
31.162	93.874
31.212	93.874
31.262	94.074
31.312	94.074
31.362	94.276
31.412	94.274
31.462	94.476
31.512	94.475
31.562	94.675
31.612	94.675
31.662	94.876
31.712	94.875
31.762	95.076
31.812	95.075
31.862	95.275
31.912	95.275
31.962	95.474
32.012	95.474
32.062	95.676
32.112	95.674
32.162	95.874
32.212	95.874
32.262	96.074
32.312	96.074
32.362	96.274
32.412	96.274
32.462	96.474
32.512	96.474
32.562	96.675
32.612	96.674
32.662	96.875
32.712	96.874
32.762	97.075
32.812	97.073
32.862	97.275
32.912	97.273
32.962	97.474
33.012	97.473
33.062	97.674
33.112	97.673
33.162	97.874
33.212	97.872
33.262	98.074
33.312	98.072
33.362	98.273
33.412	98.272
33.462	98.473
33.512	98.471
33.562	98.673
33.612	98.671
33.662	98.671
33.712	98.871
33.762	99.072
33.812	99.070
33.862	99.070
33.912	99.270
33.962	99.270
34.012	99.470
34.062	99.470
34.112	99.669
34.162	99.669
34.212	99.869
34.262	99.869
34.312	100.068
34.362	100.068
34.412	100.269
34.462	100.268
34.512	100.469
34.562	100.467
34.612	100.668
34.662	100.667
34.712	100.868
34.762	100.866
34.812	101.067
34.862	101.066
34.912	101.266
34.962	101.265
35.012	101.466
35.062	101.464
35.112	101.665
35.162	101.664
35.212	101.865
35.262	101.863
35.312	102.064
35.362	102.062
35.412	102.064
35.462	102.262
35.512	102.262
35.562	102.462
35.612	102.461
35.662	102.662
35.712	102.660
35.762	102.861
35.812	102.860
35.862	103.060
35.912	103.059
35.962	103.260
36.012	103.258
36.062	103.459
36.112	103.457
36.162	103.658
36.212	103.657
36.262	103.857
36.312	103.856
36.362	104.056
36.412	104.055
36.462	104.256
36.512	104.254
36.562	104.455
36.612	104.453
36.662	104.654
36.713	104.652
36.762	104.853
36.812	104.851
36.862	105.052
36.912	105.052
36.962	105.251
37.012	105.251
37.062	105.251
37.112	105.450
37.162	105.450
37.212	105.649
37.262	105.649
37.312	105.848
37.362	105.847
37.412	106.047
37.462	106.046
