Motion Through Fluids Experiment Mon, Sep 23, 2024 8:29 PM
Time(sec)	Position(mm)
0.031	35.580
0.080	35.789
0.130	35.789
0.180	35.997
0.230	35.997
0.280	36.206
0.330	36.414
0.380	36.622
0.430	36.622
0.480	36.831
0.530	37.039
0.580	37.039
0.630	37.247
0.680	37.455
0.730	37.457
0.780	37.665
0.830	37.872
0.880	38.080
0.930	38.082
0.980	38.288
1.030	38.496
1.080	38.498
1.130	38.704
1.180	38.912
1.230	38.912
1.280	39.120
1.330	39.328
1.380	39.328
1.430	39.535
1.480	39.743
1.530	39.743
1.580	39.953
1.630	40.159
1.680	40.159
1.730	40.366
1.780	40.574
1.830	40.574
1.880	40.782
1.930	40.989
1.980	40.989
2.030	41.197
2.080	41.404
2.130	41.611
2.180	41.611
2.230	41.819
2.280	42.026
2.330	42.026
2.380	42.234
2.430	42.441
2.480	42.441
2.530	42.648
2.580	42.855
2.631	43.062
2.680	43.270
2.730	43.270
2.780	43.270
2.830	43.477
2.880	43.684
2.930	43.891
2.980	44.098
3.030	44.098
3.080	44.305
3.130	44.512
3.180	44.512
3.230	44.718
3.280	44.718
3.330	44.925
3.380	45.132
3.430	45.132
3.480	45.339
3.530	45.546
3.580	45.546
3.630	45.752
3.680	45.959
3.730	46.165
3.780	46.372
3.830	46.372
3.880	46.579
3.930	46.785
3.980	46.785
4.030	46.992
4.080	47.198
4.130	47.198
4.180	47.404
4.230	47.611
4.280	47.611
4.330	47.817
4.380	48.023
4.430	48.023
4.480	48.230
4.530	48.436
4.580	48.436
4.630	48.644
4.680	48.848
4.730	48.848
4.780	49.054
4.830	49.260
4.880	49.260
4.930	49.466
4.980	49.466
5.030	49.672
5.080	49.878
5.130	49.878
5.180	50.084
5.230	50.290
5.280	50.290
5.330	50.496
5.380	50.702
5.430	50.704
5.480	50.909
5.530	51.113
5.580	51.115
5.630	51.321
5.680	51.525
5.730	51.526
5.780	51.730
5.830	51.936
5.880	51.936
5.930	52.142
5.980	52.347
6.030	52.349
6.080	52.553
6.130	52.553
6.180	52.760
6.230	52.964
6.280	52.964
6.330	53.171
6.380	53.375
6.430	53.375
6.480	53.582
6.530	53.785
6.580	53.787
6.630	53.991
6.680	54.196
6.730	54.197
6.780	54.401
6.830	54.401
6.880	54.608
6.930	54.811
6.980	54.811
7.030	55.018
7.080	55.222
7.130	55.223
7.180	55.428
7.230	55.427
7.280	55.633
7.330	55.837
7.380	55.837
7.430	56.043
7.480	56.246
7.530	56.246
7.580	56.453
7.630	56.656
7.680	56.658
7.730	56.863
7.780	56.861
7.830	57.068
7.880	57.271
7.930	57.271
7.980	57.477
8.030	57.475
8.080	57.682
8.130	57.885
8.180	57.885
8.230	58.091
8.280	58.089
8.330	58.294
8.380	58.499
8.430	58.499
8.480	58.703
8.530	58.703
8.580	58.909
8.630	59.112
8.680	59.112
8.730	59.318
8.780	59.523
8.830	59.523
8.880	59.725
8.930	59.725
8.980	59.931
9.030	60.134
9.080	60.136
9.130	60.338
9.180	60.338
9.230	60.544
9.280	60.747
9.330	60.748
9.380	60.951
9.430	60.951
9.480	61.157
9.530	61.359
9.580	61.361
9.630	61.563
9.680	61.563
9.730	61.769
9.780	61.972
9.830	61.973
9.880	62.177
9.930	62.176
9.980	62.381
10.030	62.585
10.081	62.585
10.130	62.787
10.180	62.787
10.230	62.993
10.280	63.197
10.330	63.197
10.380	63.399
10.430	63.399
10.480	63.604
10.530	63.808
10.580	63.808
10.630	64.010
10.680	64.010
10.730	64.216
10.780	64.214
10.830	64.419
10.880	64.623
10.930	64.623
10.980	64.827
11.030	64.825
11.080	65.030
11.130	65.234
11.180	65.234
11.230	65.436
11.280	65.436
11.330	65.641
11.380	65.639
11.430	65.844
11.480	66.046
11.530	66.048
11.580	66.251
11.630	66.251
11.680	66.455
11.730	66.453
11.780	66.658
11.830	66.861
11.880	66.861
11.930	67.063
11.980	67.065
12.030	67.266
12.080	67.266
12.130	67.470
12.180	67.674
12.230	67.674
12.280	67.878
12.330	67.878
12.380	68.079
12.430	68.284
12.480	68.282
12.530	68.485
12.580	68.487
12.630	68.689
12.680	68.690
12.730	68.892
12.780	69.096
12.830	69.096
12.880	69.299
12.930	69.299
12.980	69.501
13.030	69.501
13.080	69.704
13.130	69.908
13.180	69.906
13.230	70.111
13.280	70.111
13.330	70.312
13.380	70.312
13.430	70.515
13.480	70.719
13.530	70.718
13.580	70.922
13.630	70.922
13.680	71.123
13.730	71.123
13.780	71.326
13.830	71.530
13.880	71.529
13.930	71.733
13.980	71.733
14.030	71.934
14.080	71.936
14.130	72.137
14.180	72.341
14.230	72.339
14.280	72.543
14.330	72.543
14.380	72.744
14.430	72.746
14.480	72.947
14.530	72.947
14.580	73.149
14.630	73.353
14.680	73.352
14.730	73.556
14.781	73.556
14.830	73.757
14.880	73.758
14.930	73.959
14.980	73.959
15.030	74.161
15.080	74.365
15.130	74.364
15.180	74.568
15.230	74.566
15.280	74.770
15.330	74.770
15.380	74.971
15.430	74.971
15.480	75.173
15.530	75.377
15.580	75.375
15.630	75.579
15.680	75.577
15.730	75.779
15.780	75.781
15.830	75.981
15.880	76.185
15.930	76.184
15.980	76.387
16.030	76.386
16.080	76.589
16.130	76.588
16.180	76.790
16.230	76.790
16.280	76.992
16.330	76.992
16.380	77.194
16.430	77.397
16.480	77.396
16.530	77.599
16.580	77.598
16.630	77.801
16.680	77.799
16.730	78.001
16.780	78.003
16.831	78.203
16.880	78.406
16.930	78.405
16.980	78.608
17.030	78.607
17.080	78.810
17.130	78.808
17.180	79.012
17.230	79.010
17.280	79.212
17.330	79.214
17.380	79.414
17.430	79.617
17.480	79.615
17.530	79.819
17.580	79.817
17.630	80.020
17.680	80.019
17.730	80.222
17.780	80.220
17.830	80.422
17.880	80.422
17.930	80.623
17.980	80.826
18.030	80.825
18.080	80.825
18.130	81.026
18.180	81.028
18.230	81.228
18.280	81.431
