Motion Through Fluids Experiment Mon, Sep 23, 2024 8:29 PM
Time(sec)	Position(mm)
18.330	81.429
18.380	81.632
18.430	81.631
18.480	81.834
18.530	81.832
18.580	82.035
18.630	82.034
18.681	82.235
18.730	82.235
18.781	82.436
18.830	82.639
18.880	82.638
18.930	82.840
18.980	82.839
19.030	83.042
19.080	83.040
19.130	83.243
19.180	83.241
19.230	83.444
19.280	83.443
19.330	83.644
19.380	83.644
19.430	83.845
19.480	83.845
19.530	84.046
19.580	84.249
19.630	84.247
19.680	84.450
19.730	84.448
19.780	84.651
19.830	84.649
19.880	84.852
19.930	84.850
19.980	85.053
20.030	85.052
20.080	85.254
20.130	85.253
20.180	85.454
20.230	85.454
20.280	85.655
20.330	85.857
20.380	85.855
20.430	86.058
20.480	86.056
20.530	86.259
20.580	86.257
20.630	86.460
20.680	86.458
20.730	86.661
20.780	86.659
20.830	86.861
20.880	86.860
20.930	87.062
20.980	87.061
21.030	87.263
21.080	87.261
21.130	87.462
21.180	87.462
21.230	87.663
21.280	87.865
21.330	87.865
21.380	87.864
21.430	88.064
21.480	88.064
21.530	88.265
21.580	88.467
21.630	88.466
21.680	88.668
21.730	88.666
21.780	88.869
21.830	88.867
21.880	89.069
21.930	89.068
21.980	89.270
22.030	89.268
22.080	89.470
22.130	89.469
22.180	89.671
22.230	89.669
22.280	89.871
22.330	89.870
22.380	90.072
22.430	90.070
22.480	90.271
22.530	90.271
22.580	90.471
22.630	90.471
22.681	90.672
22.730	90.673
22.780	90.872
22.830	91.074
22.880	91.073
22.930	91.274
22.980	91.273
23.030	91.475
23.080	91.473
23.130	91.675
23.180	91.674
23.230	91.875
23.280	91.874
23.330	92.076
23.380	92.074
23.430	92.276
23.480	92.274
23.530	92.476
23.580	92.475
23.630	92.676
23.680	92.675
23.730	92.875
23.780	92.875
23.830	93.075
23.880	93.075
23.930	93.275
23.980	93.275
24.030	93.476
24.080	93.677
24.130	93.676
24.180	93.877
24.230	93.876
24.280	94.077
24.330	94.076
24.380	94.277
24.430	94.276
24.480	94.478
24.530	94.476
24.580	94.678
24.630	94.676
24.680	94.878
24.730	94.876
24.780	95.078
24.830	95.076
24.880	95.076
24.930	95.276
24.980	95.477
25.030	95.476
25.080	95.677
25.130	95.676
25.180	95.877
25.230	95.876
25.280	96.077
25.330	96.076
25.380	96.277
25.430	96.276
25.480	96.477
25.530	96.475
25.580	96.677
25.630	96.675
25.680	96.877
25.730	96.875
25.780	97.076
25.830	97.075
25.880	97.276
25.930	97.275
25.980	97.476
26.030	97.474
26.080	97.676
26.130	97.674
26.180	97.875
26.230	97.874
26.280	98.075
26.330	98.074
26.380	98.275
26.430	98.273
26.480	98.473
26.530	98.473
26.580	98.673
26.630	98.673
26.680	98.872
26.730	98.872
26.780	99.072
26.830	99.072
26.880	99.271
26.930	99.271
26.980	99.471
27.030	99.471
27.080	99.671
27.130	99.671
27.180	99.870
27.230	100.071
27.280	100.070
27.330	100.271
27.380	100.269
27.430	100.470
27.480	100.469
27.530	100.670
27.580	100.668
27.630	100.869
27.680	100.868
27.730	101.068
27.780	101.067
27.830	101.268
27.880	101.266
27.930	101.467
27.980	101.466
28.030	101.667
28.080	101.665
28.130	101.665
28.180	101.865
28.230	101.865
28.280	102.064
28.330	102.064
28.380	102.263
28.430	102.263
28.480	102.462
28.530	102.663
28.580	102.662
28.630	102.863
28.680	102.861
28.730	103.062
28.780	103.060
28.830	103.261
28.880	103.260
28.930	103.460
28.980	103.459
29.030	103.659
29.080	103.658
29.130	103.859
29.180	103.857
29.230	104.058
29.280	104.056
29.330	104.257
29.380	104.256
29.430	104.456
29.480	104.455
29.530	104.655
29.580	104.654
29.630	104.854
29.680	104.853
29.730	105.053
29.780	105.052
29.830	105.252
29.880	105.251
29.930	105.452
29.980	105.450
30.030	105.651
30.080	105.649
30.130	105.850
30.180	105.848
30.230	106.047
30.280	106.047
30.330	106.248
30.380	106.246
30.430	106.447
30.480	106.445
30.530	106.646
30.580	106.644
30.630	106.844
30.680	106.843
30.730	107.043
30.780	107.042
30.830	107.241
30.880	107.241
30.930	107.441
30.980	107.440
31.030	107.639
31.080	107.639
31.130	107.838
31.180	107.838
31.230	107.838
31.280	108.036
31.330	108.036
31.380	108.235
31.430	108.235
31.480	108.434
31.530	108.434
31.580	108.633
31.630	108.633
31.680	108.832
31.730	108.832
31.780	109.030
31.830	109.030
31.880	109.229
31.930	109.229
31.980	109.428
32.030	109.428
32.080	109.627
32.130	109.627
32.180	109.825
32.230	109.825
32.280	110.024
32.330	110.024
32.380	110.223
32.430	110.223
32.480	110.421
32.530	110.421
32.580	110.620
32.630	110.620
32.680	110.819
32.730	110.819
32.780	111.017
32.830	111.017
32.880	111.216
32.930	111.216
32.980	111.414
33.030	111.414
33.080	111.613
33.130	111.613
33.180	111.812
33.230	111.812
33.280	112.010
33.330	112.010
33.380	112.209
33.430	112.209
33.480	112.407
33.530	112.407
33.580	112.606
33.630	112.606
33.680	112.804
33.730	112.804
33.780	113.003
33.830	113.003
33.880	113.201
33.930	113.201
33.980	113.400
34.030	113.400
34.080	113.598
34.130	113.598
34.180	113.796
34.230	113.796
34.280	113.995
34.330	113.995
34.380	114.193
34.430	114.193
34.480	114.392
34.530	114.392
34.580	114.590
34.630	114.590
34.680	114.788
34.730	114.788
34.780	114.987
34.830	114.987
34.880	115.185
34.930	115.185
34.980	115.383
35.030	115.383
35.080	115.582
35.130	115.582
35.180	115.780
35.230	115.780
35.280	115.978
35.330	115.978
35.380	115.978
35.430	116.176
35.480	116.375
35.530	116.375
35.580	116.573
35.630	116.573
35.680	116.771
35.730	116.771
35.780	116.969
35.830	116.969
35.880	116.969
35.930	117.167
35.980	117.167
36.030	117.366
36.080	117.366
36.130	117.564
36.180	117.564
36.230	117.762
36.280	117.762
36.330	117.960
36.380	117.960
36.430	118.158
36.480	118.158
36.530	118.356
36.580	118.356
36.630	118.554
36.680	118.554
36.730	118.753
36.780	118.753
36.830	118.951
36.880	118.951
36.930	119.149
36.980	119.149
37.030	119.347
37.080	119.347
37.130	119.545
37.180	119.545
37.230	119.743
37.280	119.743
37.330	119.941
37.380	119.941
37.430	120.139
37.480	120.139
