Motion Through Fluids Experiment Mon, Sep 23, 2024 8:49 PM
Time(sec)	Position(mm)
16.024	162.911
16.074	163.304
16.124	163.698
16.174	164.091
16.224	164.287
16.274	164.680
16.324	165.074
16.374	165.270
16.424	165.663
16.474	165.860
16.524	166.253
16.574	166.646
16.624	166.843
16.674	167.236
16.724	167.629
16.774	167.826
16.824	168.219
16.874	168.612
16.924	169.005
16.974	169.202
17.024	169.595
17.074	169.988
17.124	170.185
17.174	170.578
17.224	170.971
17.274	171.168
17.324	171.561
17.374	171.954
17.424	172.151
17.474	172.544
17.524	172.937
17.574	173.134
17.624	173.527
17.674	173.920
17.724	174.117
17.774	174.510
17.824	174.903
17.874	175.100
17.924	175.493
17.974	175.886
18.024	176.083
18.074	176.476
18.124	176.869
18.174	177.066
18.224	177.459
18.274	177.853
18.324	178.049
18.374	178.443
18.424	178.639
18.474	179.033
18.524	179.426
18.574	179.623
18.624	180.016
18.674	180.409
18.724	180.606
18.774	181.000
18.824	181.196
18.874	181.590
18.924	181.983
18.974	182.180
19.024	182.573
19.074	182.967
19.125	183.164
19.174	183.557
19.224	183.754
19.274	184.148
19.324	184.541
19.374	184.738
19.424	185.131
19.474	185.328
19.524	185.722
19.574	185.919
19.624	186.312
19.674	186.509
19.724	186.903
19.774	187.100
19.824	187.493
19.874	187.887
19.924	188.084
19.974	188.478
20.024	188.675
20.074	189.069
20.124	189.462
20.174	189.659
20.224	190.053
20.274	190.250
20.324	190.644
20.374	190.841
20.424	191.235
20.474	191.629
20.524	191.826
20.574	192.220
20.624	192.417
20.674	192.811
20.724	193.008
20.774	193.402
20.824	193.796
20.874	193.993
20.924	194.387
20.974	194.584
21.024	194.979
21.074	195.176
21.124	195.570
21.174	195.767
21.224	196.161
21.274	196.556
21.324	196.753
21.374	197.147
21.424	197.344
21.474	197.739
21.524	197.936
21.574	198.330
21.624	198.528
21.674	198.922
21.724	199.120
21.774	199.514
21.824	199.711
21.874	200.106
21.924	200.303
21.974	200.698
22.024	201.093
22.074	201.290
22.124	201.685
22.174	201.882
22.224	202.080
22.274	202.474
22.324	202.869
22.374	203.067
22.424	203.462
22.474	203.659
22.524	204.054
22.574	204.252
22.624	204.647
22.674	204.844
22.724	205.239
22.774	205.437
22.824	205.832
22.874	206.030
22.924	206.227
22.974	206.622
23.024	206.820
23.074	207.018
23.124	207.413
23.174	207.611
23.224	208.006
23.274	208.204
23.324	208.599
23.374	208.797
23.424	209.192
23.474	209.390
23.524	209.786
23.574	209.984
23.625	210.379
23.674	210.577
23.724	210.973
23.774	211.171
23.824	211.566
23.874	211.764
23.924	212.160
23.974	212.358
24.024	212.556
24.074	212.952
24.124	213.150
24.174	213.546
24.224	213.744
24.274	214.140
24.324	214.338
24.374	214.734
24.424	214.933
24.474	215.131
24.524	215.527
24.574	215.725
24.624	216.121
24.674	216.320
24.724	216.716
24.774	216.914
24.824	217.311
24.874	217.509
24.924	217.707
24.974	218.104
25.024	218.302
25.074	218.699
25.124	218.897
25.174	219.295
25.224	219.493
25.274	219.691
25.324	220.089
25.374	220.286
25.424	220.683
25.474	220.882
25.524	221.080
25.574	221.477
25.624	221.676
25.674	222.073
25.724	222.272
25.774	222.470
25.824	222.868
25.874	223.066
25.924	223.464
25.974	223.663
26.024	223.861
26.074	224.259
26.124	224.458
26.174	224.856
26.224	225.054
26.274	225.253
26.324	225.452
26.374	225.850
26.424	226.048
26.474	226.447
26.524	226.645
26.574	226.844
26.624	227.243
26.674	227.441
26.724	227.640
26.774	228.038
26.824	228.237
26.874	228.636
26.924	228.835
26.974	229.034
27.024	229.433
27.074	229.631
27.124	229.830
27.174	230.230
27.224	230.428
27.274	230.627
27.324	231.026
27.374	231.225
27.424	231.625
27.474	231.823
27.524	232.023
27.574	232.422
27.624	232.621
27.674	232.821
27.724	233.220
27.774	233.419
27.824	233.619
27.874	234.019
27.924	234.217
27.974	234.417
28.024	234.817
28.074	235.016
28.124	235.215
28.174	235.616
28.224	235.815
28.274	236.014
28.324	236.415
28.374	236.614
28.424	236.814
28.474	237.213
28.524	237.413
28.574	237.613
28.624	238.014
28.674	238.213
28.724	238.413
28.774	238.814
28.824	239.013
28.874	239.213
28.924	239.614
28.974	239.813
29.024	240.013
29.074	240.415
29.124	240.614
29.174	240.814
29.224	241.014
29.274	241.415
29.324	241.615
29.374	241.816
29.424	242.216
29.474	242.417
29.524	242.617
29.574	242.817
29.624	243.018
29.674	243.419
29.724	243.619
29.774	243.820
29.824	244.222
29.874	244.421
29.924	244.622
29.974	245.024
30.024	245.224
30.074	245.425
30.124	245.625
30.174	246.028
30.224	246.228
30.274	246.428
30.324	246.831
30.374	247.031
30.424	247.232
30.474	247.433
30.524	247.836
30.574	248.036
30.624	248.237
30.674	248.438
30.724	248.840
30.774	249.041
30.824	249.242
30.874	249.645
30.924	249.845
30.974	250.047
31.024	250.248
31.074	250.651
31.124	250.852
31.174	251.053
31.224	251.254
31.274	251.658
31.324	251.858
31.374	252.060
31.424	252.261
31.474	252.665
31.524	252.866
31.574	253.067
31.624	253.269
31.674	253.673
31.724	253.874
31.774	254.075
31.824	254.277
31.874	254.681
31.924	254.882
31.974	255.084
32.024	255.286
32.074	255.690
32.124	255.891
32.174	256.093
32.224	256.295
32.274	256.700
32.324	256.901
32.374	257.103
32.424	257.305
32.474	257.710
32.524	257.912
32.574	258.114
32.624	258.316
32.674	258.518
32.724	258.923
32.774	259.125
32.824	259.328
32.874	259.529
32.924	259.732
32.974	259.934
33.024	260.340
33.074	260.542
33.124	260.744
33.174	260.947
33.224	261.150
33.274	261.555
33.324	261.757
33.374	261.960
33.424	262.162
33.474	262.568
33.524	262.770
33.574	262.973
33.624	263.176
33.674	263.379
33.724	263.785
33.774	263.988
33.824	264.190
33.874	264.393
33.924	264.597
33.974	265.003
34.024	265.205
34.074	265.409
34.124	265.612
34.174	265.816
34.224	266.222
34.274	266.425
34.324	266.628
34.374	266.831
34.424	267.035
34.474	267.442
34.524	267.645
34.574	267.848
34.624	268.052
34.674	268.256
34.724	268.663
34.774	268.866
34.824	269.069
34.874	269.273
34.924	269.477
34.974	269.681
35.024	270.089
35.074	270.292
35.124	270.495
35.174	270.699
35.224	270.904
35.274	271.312
35.324	271.516
35.374	271.719
35.424	271.923
35.474	272.128
35.524	272.332
35.574	272.740
35.624	272.944
35.674	273.148
35.724	273.352
35.774	273.557
35.824	273.966
35.874	274.170
35.924	274.374
35.974	274.578
36.024	274.782
36.074	274.988
36.124	275.191
36.174	275.397
36.224	275.601
36.274	276.011
36.324	276.214
36.374	276.419
36.424	276.624
36.474	276.829
36.524	277.034
36.574	277.444
36.624	277.648
36.674	277.853
36.724	278.058
36.774	278.263
36.824	278.469
36.874	278.879
36.924	279.084
36.974	279.288
37.024	279.493
37.074	279.699
37.124	279.905
37.174	280.315
37.224	280.521
37.274	280.725
37.324	280.931
37.374	281.136
37.424	281.342
37.474	281.548
37.524	281.959
37.574	282.164
37.624	282.369
37.674	282.575
37.724	282.781
37.774	282.986
37.824	283.193
37.874	283.605
37.925	283.811
37.974	284.016
38.025	284.222
38.074	284.428
38.124	284.634
38.174	284.840
38.224	285.253
38.274	285.459
38.324	285.664
38.374	285.870
38.424	286.077
38.474	286.283
38.524	286.489
38.574	286.696
38.624	287.109
38.674	287.315
38.724	287.521
38.774	287.728
38.824	287.935
38.874	288.141
38.924	288.348
38.974	288.762
39.024	288.969
39.074	289.175
39.124	289.382
39.174	289.588
39.224	289.795
39.274	290.002
39.324	290.209
39.374	290.417
39.424	290.623
39.474	291.038
39.524	291.245
39.574	0.000
39.624	0.000
39.674	0.000
39.724	0.000
39.774	0.000
39.824	0.000
39.874	0.000
39.924	0.000
39.974	0.000
