t,x,y
0.000000E0,2.010186E-1,1.027040E-1
3.331899E-2,2.016427E-1,1.032470E-1
6.663799E-2,1.988742E-1,1.006362E-1
9.995698E-2,1.925295E-1,9.472864E-2
1.332760E-1,1.824587E-1,8.578010E-2
1.665950E-1,1.679411E-1,7.494954E-2
1.999140E-1,1.496239E-1,6.282449E-2
2.332330E-1,1.271618E-1,5.040445E-2
2.665520E-1,1.007939E-1,3.950849E-2
2.998710E-1,7.086090E-2,3.018133E-2
3.331899E-1,3.789996E-2,2.354858E-2
3.665089E-1,4.683395E-3,2.106875E-2
3.998279E-1,-2.967938E-2,2.227075E-2
4.331469E-1,-6.270390E-2,2.701067E-2
4.664659E-1,-9.514365E-2,3.573688E-2
4.997849E-1,-1.219065E-1,4.578979E-2
5.331039E-1,-1.461253E-1,5.798967E-2
5.664229E-1,-1.659347E-1,7.023656E-2
5.997419E-1,-1.813408E-1,8.167362E-2
6.330609E-1,-1.927595E-1,9.109849E-2
6.663799E-1,-2.010183E-1,9.852805E-2
6.996989E-1,-2.046830E-1,1.023553E-1
7.330179E-1,-2.045592E-1,1.025588E-1
7.663369E-1,-2.020201E-1,9.996965E-2
7.996559E-1,-1.952929E-1,9.383741E-2
8.329749E-1,-1.857092E-1,8.519430E-2
8.662939E-1,-1.712533E-1,7.401318E-2
8.996129E-1,-1.523916E-1,6.190104E-2
9.329319E-1,-1.303670E-1,4.954704E-2
9.662509E-1,-1.043438E-1,3.832291E-2
9.995698E-1,-7.555527E-2,2.941715E-2
1.032889E0,-4.498977E-2,2.330616E-2
1.066208E0,-1.181169E-2,2.021893E-2
1.099527E0,2.116604E-2,2.089287E-2
1.132846E0,5.305135E-2,2.535780E-2
1.166165E0,8.201595E-2,3.273817E-2
1.199484E0,1.087165E-1,4.210628E-2
1.232803E0,1.320689E-1,5.291642E-2
1.266122E0,1.525848E-1,6.491807E-2
1.299441E0,1.687289E-1,7.604239E-2
1.332760E0,1.817533E-1,8.586465E-2
1.366079E0,1.907189E-1,9.310002E-2
1.399398E0,1.962406E-1,9.779896E-2
1.432717E0,1.979801E-1,9.929456E-2
1.466036E0,1.961062E-1,9.746591E-2
1.499355E0,1.907306E-1,9.237363E-2
1.532674E0,1.814884E-1,8.424004E-2
1.565993E0,1.680978E-1,7.442266E-2
1.599312E0,1.510387E-1,6.333048E-2
1.632631E0,1.301062E-1,5.156833E-2
1.665950E0,1.054014E-1,4.086302E-2
1.699269E0,7.652382E-2,3.142267E-2
1.732588E0,4.516091E-2,2.423960E-2
1.765907E0,1.147800E-2,2.071842E-2
1.799226E0,-2.154739E-2,2.095914E-2
1.832545E0,-5.427717E-2,2.476196E-2
1.865864E0,-8.545438E-2,3.200411E-2
1.899183E0,-1.136156E-1,4.197420E-2
1.932502E0,-1.377174E-1,5.307465E-2
1.965821E0,-1.586639E-1,6.532115E-2
1.999140E0,-1.744398E-1,7.643483E-2
2.032459E0,-1.872661E-1,8.627698E-2
2.065778E0,-1.959639E-1,9.391554E-2
2.099097E0,-2.011280E-1,9.856927E-2
2.132416E0,-2.022484E-1,9.977481E-2
2.165735E0,-1.996214E-1,9.764073E-2
2.199054E0,-1.938415E-1,9.227187E-2
2.232373E0,-1.851653E-1,8.503850E-2
2.265692E0,-1.719858E-1,7.510454E-2
2.299011E0,-1.546448E-1,6.318630E-2
2.332330E0,-1.341754E-1,5.173284E-2
2.365649E0,-1.073639E-1,3.971901E-2
2.398968E0,-8.041721E-2,3.072693E-2
2.432287E0,-5.107040E-2,2.446050E-2
2.465606E0,-1.903972E-2,2.078943E-2
2.498925E0,1.234315E-2,2.065021E-2
2.532244E0,4.409138E-2,2.418109E-2
2.565563E0,7.544483E-2,3.127701E-2
2.598882E0,1.019292E-1,3.982959E-2
2.632201E0,1.253693E-1,4.964183E-2
2.665520E0,1.458777E-1,6.052376E-2
2.698839E0,1.629079E-1,7.137224E-2
2.732158E0,1.764291E-1,8.103595E-2
2.765477E0,1.862174E-1,8.916168E-2
2.798796E0,1.922779E-1,9.434019E-2
2.832115E0,1.947097E-1,9.627046E-2
2.865434E0,1.937340E-1,9.494448E-2
2.898753E0,1.890789E-1,9.105863E-2
2.932072E0,1.808231E-1,8.403767E-2
2.965391E0,1.686218E-1,7.475457E-2
2.998710E0,1.525245E-1,6.395148E-2
3.032029E0,1.326751E-1,5.282401E-2
3.065348E0,1.088114E-1,4.205693E-2
3.098667E0,8.156346E-2,3.259712E-2
3.131986E0,5.075146E-2,2.534486E-2
3.165305E0,1.804663E-2,2.129487E-2
3.198624E0,-1.427530E-2,2.073116E-2
3.231942E0,-4.800796E-2,2.402075E-2
3.265261E0,-7.781430E-2,3.025291E-2
3.298580E0,-1.065026E-1,3.912981E-2
3.331899E0,-1.316539E-1,4.990724E-2
3.365218E0,-1.523064E-1,6.125154E-2
3.398537E0,-1.693139E-1,7.231684E-2
3.431856E0,-1.828508E-1,8.210368E-2
3.465175E0,-1.913413E-1,8.951238E-2
3.498494E0,-1.965665E-1,9.441937E-2
3.531813E0,-1.992741E-1,9.669714E-2
3.565132E0,-1.978210E-1,9.556664E-2
3.598451E0,-1.932385E-1,9.109157E-2
3.631770E0,-1.847155E-1,8.434242E-2
3.665089E0,-1.714578E-1,7.459069E-2
3.698408E0,-1.550097E-1,6.357904E-2
3.731727E0,-1.349880E-1,5.230243E-2
3.765046E0,-1.107216E-1,4.127154E-2
3.798365E0,-8.310802E-2,3.171031E-2
3.831684E0,-5.366006E-2,2.481171E-2
3.865003E0,-2.316849E-2,2.089261E-2
3.898322E0,7.163142E-3,1.992537E-2
3.931641E0,3.858118E-2,2.301719E-2
3.964960E0,6.610298E-2,2.784537E-2
3.998279E0,9.465330E-2,3.635455E-2
4.031598E0,1.189278E-1,4.629079E-2
4.064917E0,1.408086E-1,5.740233E-2
4.098236E0,1.579533E-1,6.799225E-2
4.131555E0,1.723279E-1,7.789137E-2
4.164874E0,1.820265E-1,8.544404E-2
4.198193E0,1.885683E-1,9.111076E-2
4.231512E0,1.915042E-1,9.354276E-2
4.264831E0,1.909269E-1,9.306428E-2
4.298150E0,1.869495E-1,8.931730E-2
4.331469E0,1.791001E-1,8.309043E-2
4.364788E0,1.674369E-1,7.452637E-2
4.398107E0,1.520489E-1,6.434362E-2
4.431426E0,1.330288E-1,5.350963E-2
4.464745E0,1.100277E-1,4.258971E-2
4.498064E0,8.322968E-2,3.323034E-2
4.531383E0,5.360038E-2,2.603653E-2
4.564702E0,2.189185E-2,2.145478E-2
4.598021E0,-1.016549E-2,2.025075E-2
4.631340E0,-4.434662E-2,2.281687E-2
4.664659E0,-7.363270E-2,2.898672E-2
4.697978E0,-1.023577E-1,3.766719E-2
4.731297E0,-1.265291E-1,4.765921E-2
4.764616E0,-1.475904E-1,5.855266E-2
4.797935E0,-1.635721E-1,6.862567E-2
4.831254E0,-1.769087E-1,7.836719E-2
4.864573E0,-1.864224E-1,8.588515E-2
4.897892E0,-1.922059E-1,9.082583E-2
4.931211E0,-1.950700E-1,9.315931E-2
4.964530E0,-1.935323E-1,9.211393E-2
4.997849E0,-1.890274E-1,8.806216E-2
5.031168E0,-1.815598E-1,8.195872E-2
5.064487E0,-1.693660E-1,7.287355E-2
5.097806E0,-1.535751E-1,6.247134E-2
5.131125E0,-1.335733E-1,5.140031E-2
5.164444E0,-1.094117E-1,4.039924E-2
5.197763E0,-8.336315E-2,3.144121E-2
5.231082E0,-5.560973E-2,2.441329E-2
5.264401E0,-2.525923E-2,2.042969E-2
5.297720E0,5.276082E-3,1.974774E-2
5.331039E0,3.597598E-2,2.216361E-2
5.364358E0,6.307161E-2,2.724350E-2
5.397677E0,9.110067E-2,3.531045E-2
5.430996E0,1.151699E-1,4.501032E-2
5.464315E0,1.360924E-1,5.508309E-2
5.497634E0,1.534602E-1,6.512653E-2
5.530953E0,1.676610E-1,7.483025E-2
5.564272E0,1.780336E-1,8.278482E-2
5.597591E0,1.844021E-1,8.807212E-2
5.630910E0,1.876689E-1,9.059480E-2
5.664229E0,1.873548E-1,9.031339E-2
