t,x,y
5.333683E-1,-2.112926E-1,1.118766E-1
5.667038E-1,-2.058779E-1,1.069226E-1
6.000393E-1,-1.957150E-1,9.807723E-2
6.333748E-1,-1.797416E-1,8.541407E-2
6.667103E-1,-1.561694E-1,7.064661E-2
7.000459E-1,-1.263015E-1,5.661335E-2
7.333814E-1,-8.887434E-2,4.349449E-2
7.667169E-1,-4.889196E-2,3.447689E-2
8.000524E-1,-5.420677E-3,3.082888E-2
8.333879E-1,3.360352E-2,3.193844E-2
8.667234E-1,7.104313E-2,3.734604E-2
9.000590E-1,1.110788E-1,4.821883E-2
9.333945E-1,1.460953E-1,6.171190E-2
9.667300E-1,1.747381E-1,7.659067E-2
1.000066E0,1.966610E-1,9.118867E-2
1.033401E0,2.117017E-1,1.029192E-1
1.066737E0,2.194050E-1,1.103238E-1
1.100072E0,2.221624E-1,1.132329E-1
1.133408E0,2.211205E-1,1.115912E-1
1.166743E0,2.142201E-1,1.055554E-1
1.200079E0,1.999137E-1,9.411496E-2
1.233414E0,1.787301E-1,7.965825E-2
1.266750E0,1.503739E-1,6.466580E-2
1.300085E0,1.175473E-1,5.082886E-2
1.333421E0,7.990478E-2,3.897674E-2
1.366756E0,3.986299E-2,3.229428E-2
1.400092E0,2.140240E-4,3.003329E-2
1.433427E0,-4.174403E-2,3.314398E-2
1.466763E0,-8.187186E-2,4.090788E-2
1.500098E0,-1.188596E-1,5.288930E-2
1.533434E0,-1.484341E-1,6.645755E-2
1.566769E0,-1.712108E-1,8.034689E-2
1.600105E0,-1.890332E-1,9.359843E-2
1.633440E0,-2.014046E-1,1.031317E-1
1.666776E0,-2.087838E-1,1.076828E-1
1.700111E0,-2.104925E-1,1.081924E-1
1.733447E0,-2.056881E-1,1.044069E-1
1.766782E0,-1.938421E-1,9.669816E-2
1.800118E0,-1.771270E-1,8.530308E-2
1.833453E0,-1.548589E-1,7.163504E-2
1.866789E0,-1.272792E-1,5.694233E-2
1.900124E0,-9.436865E-2,4.399120E-2
1.933460E0,-5.540559E-2,3.452576E-2
1.966796E0,-1.180414E-2,2.981954E-2
2.000131E0,2.783322E-2,3.076655E-2
2.033467E0,7.147122E-2,3.706563E-2
2.066802E0,1.058054E-1,4.626735E-2
2.100138E0,1.379677E-1,5.867111E-2
2.133473E0,1.673990E-1,7.343086E-2
2.166809E0,1.902177E-1,8.747936E-2
2.200144E0,2.066401E-1,9.883423E-2
2.233480E0,2.164514E-1,1.066937E-1
2.266815E0,2.194583E-1,1.099303E-1
2.300151E0,2.167788E-1,1.081054E-1
2.333486E0,2.096244E-1,1.017774E-1
2.366822E0,1.969957E-1,9.201446E-2
2.400157E0,1.776549E-1,7.908533E-2
2.433493E0,1.507511E-1,6.476503E-2
2.466828E0,1.177950E-1,5.096649E-2
2.500164E0,8.130779E-2,3.938738E-2
2.533499E0,4.217439E-2,3.240349E-2
2.566835E0,2.911975E-3,3.063036E-2
2.600170E0,-3.750234E-2,3.312503E-2
2.633506E0,-7.744129E-2,3.995574E-2
2.666841E0,-1.130454E-1,5.102363E-2
2.700177E0,-1.433373E-1,6.424273E-2
2.733512E0,-1.669111E-1,7.811943E-2
2.766848E0,-1.849311E-1,9.065573E-2
2.800183E0,-1.981555E-1,1.001871E-1
2.833519E0,-2.058914E-1,1.053235E-1
2.866854E0,-2.073945E-1,1.065833E-1
2.900190E0,-2.024717E-1,1.033160E-1
2.933526E0,-1.918890E-1,9.580510E-2
2.966861E0,-1.765129E-1,8.476192E-2
3.000197E0,-1.549519E-1,7.123444E-2
3.033532E0,-1.280315E-1,5.752693E-2
3.066868E0,-9.479562E-2,4.522623E-2
3.100203E0,-5.613244E-2,3.621362E-2
3.133539E0,-1.709036E-2,3.141576E-2
3.166874E0,2.373034E-2,3.108875E-2
3.200210E0,6.465929E-2,3.626925E-2
3.233545E0,1.017720E-1,4.570596E-2
3.266881E0,1.354224E-1,5.787750E-2
3.300216E0,1.635504E-1,7.137211E-2
3.333552E0,1.857261E-1,8.492844E-2
3.366887E0,2.015683E-1,9.609806E-2
3.400223E0,2.111774E-1,1.037430E-1
3.433558E0,2.164418E-1,1.080832E-1
3.466894E0,2.152294E-1,1.068224E-1
3.500229E0,2.081423E-1,1.008651E-1
3.533565E0,1.937566E-1,9.050812E-2
3.566900E0,1.739121E-1,7.788693E-2
3.600236E0,1.484449E-1,6.407307E-2
3.633571E0,1.181399E-1,5.107088E-2
3.666907E0,8.290365E-2,4.023359E-2
3.700242E0,4.345237E-2,3.274443E-2
3.733578E0,1.189434E-3,3.044741E-2
3.766913E0,-3.631465E-2,3.268991E-2
3.800249E0,-7.522814E-2,4.009733E-2
3.833584E0,-1.092013E-1,5.094931E-2
3.866920E0,-1.389561E-1,6.318875E-2
3.900256E0,-1.645765E-1,7.661692E-2
3.933591E0,-1.830012E-1,8.791077E-2
3.966927E0,-1.954784E-1,9.772422E-2
4.000262E0,-2.017956E-1,1.035631E-1
4.033598E0,-2.032614E-1,1.046227E-1
4.066933E0,-1.995774E-1,1.013222E-1
4.100269E0,-1.903941E-1,9.381520E-2
4.133604E0,-1.749974E-1,8.320084E-2
4.166940E0,-1.526823E-1,7.063124E-2
4.200275E0,-1.250723E-1,5.719688E-2
4.233611E0,-9.340575E-2,4.498834E-2
4.266946E0,-5.613592E-2,3.552257E-2
4.300282E0,-1.842613E-2,3.097559E-2
4.333617E0,2.465702E-2,3.137619E-2
4.366953E0,6.232233E-2,3.604501E-2
4.400288E0,9.968909E-2,4.502599E-2
4.433624E0,1.325828E-1,5.681840E-2
4.466959E0,1.603709E-1,7.039397E-2
4.500295E0,1.829870E-1,8.366551E-2
4.533630E0,1.989922E-1,9.443783E-2
4.566966E0,2.094009E-1,1.023466E-1
4.600301E0,2.136813E-1,1.057557E-1
4.633637E0,2.115942E-1,1.043549E-1
4.666972E0,2.043999E-1,9.845472E-2
4.700308E0,1.919681E-1,8.955106E-2
4.733643E0,1.734845E-1,7.759151E-2
4.766979E0,1.482059E-1,6.421926E-2
4.800314E0,1.168401E-1,5.100160E-2
4.833650E0,8.150782E-2,4.015669E-2
4.866986E0,4.263167E-2,3.302416E-2
4.900321E0,3.981169E-3,3.076352E-2
4.933657E0,-3.521403E-2,3.275192E-2
4.966992E0,-7.373376E-2,3.950879E-2
5.000328E0,-1.083459E-1,4.942270E-2
