t,x,y
0.000000E0,3.125486E-1,2.121085E-1
3.328207E-2,3.070769E-1,1.995041E-1
6.656414E-2,2.956421E-1,1.775993E-1
9.984621E-2,2.777760E-1,1.477850E-1
1.331283E-1,2.493070E-1,1.132998E-1
1.664104E-1,2.099275E-1,7.735287E-2
1.996924E-1,1.594259E-1,4.577893E-2
2.329745E-1,9.817980E-2,2.243386E-2
2.662566E-1,3.149386E-2,1.105863E-2
2.995386E-1,-3.533562E-2,1.220854E-2
3.328207E-1,-1.000411E-1,2.620529E-2
3.661028E-1,-1.555015E-1,5.096177E-2
3.993848E-1,-2.016877E-1,8.159238E-2
4.326669E-1,-2.379131E-1,1.161807E-1
4.659490E-1,-2.641097E-1,1.488672E-1
4.992311E-1,-2.814326E-1,1.763889E-1
5.325131E-1,-2.918336E-1,1.971565E-1
5.657952E-1,-2.969195E-1,2.095695E-1
5.990773E-1,-2.981229E-1,2.125582E-1
6.323593E-1,-2.954530E-1,2.059677E-1
6.656414E-1,-2.885430E-1,1.902892E-1
6.989235E-1,-2.753715E-1,1.664627E-1
7.322056E-1,-2.544671E-1,1.361890E-1
7.654876E-1,-2.249122E-1,1.015217E-1
7.987697E-1,-1.838517E-1,6.813915E-2
8.320518E-1,-1.320004E-1,3.956467E-2
8.653338E-1,-7.170778E-2,1.810597E-2
8.986159E-1,-5.650146E-3,9.169722E-3
9.318980E-1,6.089298E-2,1.352306E-2
9.651801E-1,1.231095E-1,3.039613E-2
9.984621E-1,1.776973E-1,5.658241E-2
1.031744E0,2.229323E-1,8.846094E-2
1.065026E0,2.580591E-1,1.224302E-1
1.098308E0,2.812492E-1,1.535296E-1
1.131590E0,2.962696E-1,1.787897E-1
1.164872E0,3.048381E-1,1.964456E-1
1.198155E0,3.090090E-1,2.048716E-1
1.231437E0,3.087595E-1,2.038875E-1
1.264719E0,3.035570E-1,1.933650E-1
1.298001E0,2.933725E-1,1.737124E-1
1.331283E0,2.754027E-1,1.464510E-1
1.364565E0,2.490659E-1,1.135243E-1
1.397847E0,2.121620E-1,7.939908E-2
1.431129E0,1.638036E-1,4.809175E-2
1.464411E0,1.061362E-1,2.372279E-2
1.497693E0,4.131495E-2,1.130628E-2
1.530975E0,-2.405070E-2,9.844479E-3
1.564257E0,-8.831740E-2,2.216554E-2
1.597539E0,-1.438737E-1,4.495263E-2
1.630821E0,-1.917042E-1,7.320489E-2
