t,x,y
0.000000E0,-2.294839E-1,2.604060E-2
3.333625E-2,-2.310092E-1,2.726395E-2
6.667250E-2,-2.263876E-1,2.225798E-2
1.000088E-1,-2.156061E-1,1.082812E-2
1.333450E-1,-1.985793E-1,-5.381879E-3
1.666813E-1,-1.738405E-1,-2.518080E-2
2.000175E-1,-1.416382E-1,-4.702955E-2
2.333538E-1,-1.019642E-1,-6.650910E-2
2.666900E-1,-5.609251E-2,-8.107747E-2
3.000263E-1,-4.096621E-3,-8.815766E-2
3.333625E-1,4.657845E-2,-9.159851E-2
3.666988E-1,9.758209E-2,-8.497612E-2
4.000350E-1,1.432950E-1,-6.987253E-2
4.333713E-1,1.845620E-1,-5.205416E-2
4.667075E-1,2.191751E-1,-3.216271E-2
5.000438E-1,2.468854E-1,-1.211714E-2
5.333800E-1,2.666961E-1,4.945832E-3
5.667163E-1,2.793344E-1,1.735014E-2
6.000525E-1,2.856121E-1,2.458797E-2
6.333888E-1,2.854678E-1,2.466688E-2
6.667250E-1,2.797751E-1,1.828827E-2
7.000613E-1,2.672868E-1,5.914896E-3
7.333975E-1,2.474851E-1,-1.131913E-2
7.667338E-1,2.206691E-1,-3.199076E-2
8.000700E-1,1.849195E-1,-5.238754E-2
8.334063E-1,1.428756E-1,-6.987235E-2
8.667425E-1,9.472725E-2,-8.332129E-2
9.000788E-1,4.387442E-2,-8.914732E-2
9.334150E-1,-5.009117E-3,-8.810814E-2
9.667513E-1,-5.622939E-2,-8.000066E-2
1.000088E0,-1.002187E-1,-6.474056E-2
1.033424E0,-1.389596E-1,-4.781766E-2
1.066760E0,-1.708983E-1,-2.816021E-2
1.100096E0,-1.946510E-1,-9.364586E-3
1.133433E0,-2.120430E-1,6.274893E-3
1.166769E0,-2.225796E-1,1.743840E-2
1.200105E0,-2.270510E-1,2.305732E-2
1.233441E0,-2.259887E-1,2.182729E-2
1.266778E0,-2.187616E-1,1.417103E-2
1.300114E0,-2.052345E-1,1.383257E-3
1.333450E0,-1.852052E-1,-1.637075E-2
1.366786E0,-1.578710E-1,-3.647106E-2
1.400123E0,-1.220848E-1,-5.489177E-2
1.433459E0,-8.015689E-2,-7.171760E-2
1.466795E0,-3.314307E-2,-8.374392E-2
1.500131E0,1.685746E-2,-9.172229E-2
1.533468E0,6.869007E-2,-8.957086E-2
1.566804E0,1.155901E-1,-7.793451E-2
1.600140E0,1.591728E-1,-6.313480E-2
1.633476E0,1.978111E-1,-4.555931E-2
1.666813E0,2.280993E-1,-2.538224E-2
1.700149E0,2.527457E-1,-7.896345E-3
1.733485E0,2.688817E-1,7.400251E-3
1.766821E0,2.787013E-1,1.719284E-2
1.800158E0,2.824182E-1,2.093142E-2
1.833494E0,2.798564E-1,1.826255E-2
1.866830E0,2.712329E-1,9.358772E-3
1.900166E0,2.559210E-1,-5.091936E-3
1.933503E0,2.329955E-1,-2.355567E-2
1.966839E0,2.021112E-1,-4.277845E-2
2.000175E0,1.639995E-1,-6.173482E-2
2.033511E0,1.200171E-1,-7.718068E-2
2.066848E0,7.095042E-2,-8.817137E-2
2.100184E0,2.074408E-2,-8.904151E-2
2.133520E0,-2.880569E-2,-8.440381E-2
2.166856E0,-7.492650E-2,-7.373966E-2
2.200193E0,-1.161749E-1,-5.866292E-2
2.233529E0,-1.510087E-1,-3.932954E-2
2.266865E0,-1.785448E-1,-2.090255E-2
2.300201E0,-1.988939E-1,-3.992853E-3
2.333538E0,-2.125666E-1,9.410947E-3
2.366874E0,-2.201912E-1,1.768933E-2
2.400210E0,-2.220210E-1,1.954737E-2
2.433546E0,-2.185250E-1,1.547610E-2
2.466883E0,-2.083500E-1,5.617120E-3
2.500219E0,-1.918232E-1,-8.987118E-3
2.533555E0,-1.685206E-1,-2.790671E-2
2.566891E0,-1.373434E-1,-4.712857E-2
2.600228E0,-9.982947E-2,-6.611490E-2
2.633564E0,-5.641485E-2,-8.114980E-2
2.666900E0,-7.494953E-3,-8.994853E-2
2.700236E0,4.167766E-2,-9.150912E-2
2.733573E0,9.007608E-2,-8.347244E-2
2.766909E0,1.367919E-1,-7.443076E-2
2.800245E0,1.762403E-1,-5.627159E-2
2.833581E0,2.108338E-1,-3.778913E-2
2.866918E0,2.375196E-1,-1.915536E-2
2.900254E0,2.581319E-1,-2.993942E-3
2.933590E0,2.704612E-1,9.445681E-3
2.966926E0,2.771320E-1,1.606252E-2
