t,x,y
9.985422E-2,-2.986027E-1,2.297779E-1
1.331390E-1,-2.948364E-1,2.202025E-1
1.664237E-1,-2.868305E-1,2.007154E-1
1.997084E-1,-2.734923E-1,1.721507E-1
2.329932E-1,-2.518502E-1,1.355535E-1
2.662779E-1,-2.168052E-1,9.613833E-2
2.995627E-1,-1.715910E-1,5.875787E-2
3.328474E-1,-1.142810E-1,2.678582E-2
3.661321E-1,-4.744037E-2,6.215090E-3
3.994169E-1,2.407741E-2,-1.414856E-4
4.327016E-1,9.496955E-2,7.970528E-3
4.659864E-1,1.600959E-1,3.016090E-2
4.992711E-1,2.156519E-1,6.222636E-2
5.325558E-1,2.589011E-1,9.951253E-2
5.658406E-1,2.905143E-1,1.377403E-1
5.991253E-1,3.120643E-1,1.720712E-1
6.324100E-1,3.258404E-1,1.999160E-1
6.656948E-1,3.348098E-1,2.184137E-1
6.989795E-1,3.365486E-1,2.295575E-1
7.322643E-1,3.365415E-1,2.295696E-1
7.655490E-1,3.336094E-1,2.186557E-1
7.988337E-1,3.256104E-1,1.983182E-1
8.321185E-1,3.110785E-1,1.685962E-1
8.654032E-1,2.891079E-1,1.293675E-1
8.986880E-1,2.532269E-1,8.882889E-2
9.319727E-1,2.046741E-1,5.413892E-2
9.652574E-1,1.456228E-1,2.262473E-2
9.985422E-1,7.764135E-2,3.591716E-3
1.031827E0,5.380495E-3,-4.036695E-3
1.065112E0,-6.337463E-2,7.230931E-3
1.098396E0,-1.267488E-1,3.008949E-2
1.131681E0,-1.778820E-1,6.341114E-2
1.164966E0,-2.187693E-1,9.929089E-2
1.198251E0,-2.496246E-1,1.355031E-1
1.231535E0,-2.705909E-1,1.675339E-1
1.264820E0,-2.838524E-1,1.931384E-1
1.298105E0,-2.905343E-1,2.107837E-1
1.331390E0,-2.940108E-1,2.187745E-1
1.364674E0,-2.936239E-1,2.165649E-1
1.397959E0,-2.912946E-1,2.031416E-1
1.431244E0,-2.793127E-1,1.821197E-1
1.464529E0,-2.623151E-1,1.521109E-1
1.497813E0,-2.349328E-1,1.162745E-1
1.531098E0,-1.997412E-1,7.517338E-2
1.564383E0,-1.478391E-1,4.396805E-2
1.597667E0,-8.826353E-2,1.718212E-2
1.630952E0,-2.109598E-2,2.105010E-3
1.664237E0,4.900805E-2,2.784280E-4
1.697522E0,1.172628E-1,1.138524E-2
1.730806E0,1.774283E-1,3.733261E-2
1.764091E0,2.290711E-1,7.095165E-2
1.797376E0,2.703537E-1,1.043248E-1
1.830661E0,2.986516E-1,1.401217E-1
1.863945E0,3.149054E-1,1.733315E-1
1.897230E0,3.264172E-1,1.973509E-1
1.930515E0,3.329305E-1,2.125051E-1
1.963800E0,3.338895E-1,2.189667E-1
1.997084E0,3.325783E-1,2.145862E-1
2.030369E0,3.281309E-1,1.994549E-1
2.063654E0,3.177761E-1,1.748793E-1
2.096939E0,2.954594E-1,1.449210E-1
2.130223E0,2.663638E-1,1.072356E-1
2.163508E0,2.264776E-1,7.058415E-2
2.196793E0,1.747583E-1,3.591440E-2
2.230078E0,1.119963E-1,1.099038E-2
2.263362E0,4.357012E-2,-4.116082E-4
2.296647E0,-2.530931E-2,1.412510E-3
2.329932E0,-9.034743E-2,1.782444E-2
2.363216E0,-1.484575E-1,4.248987E-2
2.396501E0,-1.953715E-1,7.509655E-2
2.429786E0,-2.303861E-1,1.111528E-1
2.463071E0,-2.562461E-1,1.441841E-1
2.496355E0,-2.733179E-1,1.725507E-1
2.529640E0,-2.829001E-1,1.942273E-1
2.562925E0,-2.889760E-1,2.057987E-1
2.596210E0,-2.893179E-1,2.086800E-1
2.629494E0,-2.868416E-1,2.008487E-1
2.662779E0,-2.797252E-1,1.837643E-1
2.696064E0,-2.670840E-1,1.571414E-1
2.729349E0,-2.434182E-1,1.252237E-1
2.762633E0,-2.095463E-1,8.989048E-2
2.795918E0,-1.669387E-1,5.351582E-2
2.829203E0,-1.127863E-1,2.211234E-2
2.862488E0,-4.865538E-2,2.041260E-3
2.895772E0,2.002606E-2,-8.300574E-4
2.929057E0,8.712072E-2,5.672209E-3
2.962342E0,1.501108E-1,2.437435E-2
2.995627E0,2.051126E-1,5.221853E-2
3.028911E0,2.493309E-1,8.726641E-2
3.062196E0,2.835613E-1,1.201476E-1
3.095481E0,3.066609E-1,1.519638E-1
3.128766E0,3.182251E-1,1.797464E-1
3.162050E0,3.262180E-1,1.978430E-1
3.195335E0,3.299696E-1,2.071163E-1
3.228620E0,3.295333E-1,2.066967E-1
3.261904E0,3.266544E-1,1.949777E-1
3.295189E0,3.176153E-1,1.743878E-1
3.328474E0,2.992548E-1,1.460476E-1
3.361759E0,2.718240E-1,1.131073E-1
3.395043E0,2.345971E-1,7.783546E-2
3.428328E0,1.885569E-1,4.426211E-2
3.461613E0,1.307174E-1,1.530986E-2
3.494898E0,6.508502E-2,1.712099E-3
3.528182E0,-2.354438E-3,-3.899909E-3
3.561467E0,-6.809430E-2,1.043688E-2
3.594752E0,-1.284774E-1,3.084364E-2
3.628037E0,-1.778059E-1,6.138340E-2
3.661321E0,-2.166576E-1,9.616429E-2
3.694606E0,-2.461997E-1,1.285904E-1
3.727891E0,-2.659549E-1,1.570643E-1
3.761176E0,-2.776256E-1,1.798439E-1
3.794460E0,-2.836030E-1,1.943112E-1
3.827745E0,-2.865095E-1,1.987323E-1
3.861030E0,-2.841594E-1,1.943620E-1
3.894315E0,-2.774780E-1,1.797629E-1
3.927599E0,-2.650439E-1,1.566610E-1
3.960884E0,-2.445219E-1,1.263135E-1
3.994169E0,-2.156033E-1,9.064956E-2
4.027453E0,-1.722986E-1,5.957044E-2
4.060738E0,-1.202415E-1,3.035037E-2
4.094023E0,-5.998264E-2,8.011818E-3
4.127308E0,5.835830E-3,-3.144035E-4
4.160592E0,7.247865E-2,3.698896E-3
4.193877E0,1.359054E-1,1.550135E-2
4.227162E0,1.914373E-1,4.112672E-2
4.260447E0,2.373111E-1,7.357134E-2
4.293731E0,2.726682E-1,1.075114E-1
4.327016E0,2.979938E-1,1.395314E-1
4.360301E0,3.115086E-1,1.677824E-1
4.393586E0,3.208380E-1,1.868927E-1
4.426870E0,3.255671E-1,1.971338E-1
4.460155E0,3.257635E-1,1.981984E-1
4.493440E0,3.219439E-1,1.893301E-1
4.526725E0,3.148748E-1,1.693806E-1
4.560009E0,2.985828E-1,1.418916E-1
4.593294E0,2.708279E-1,1.115486E-1
4.626579E0,2.348823E-1,7.694202E-2
4.659864E0,1.899054E-1,4.610405E-2
4.693148E0,1.350195E-1,1.910471E-2
4.726433E0,7.200669E-2,2.647007E-3
4.759718E0,5.660174E-3,-4.519729E-4
4.793002E0,-5.848358E-2,8.488722E-3
4.826287E0,-1.174148E-1,2.740106E-2
4.859572E0,-1.681677E-1,5.519656E-2
4.892857E0,-2.078371E-1,8.817987E-2
4.926141E0,-2.383862E-1,1.199221E-1
4.959426E0,-2.597624E-1,1.477308E-1
4.992711E0,-2.721072E-1,1.697257E-1
5.025996E0,-2.799757E-1,1.844343E-1
5.059280E0,-2.813927E-1,1.898001E-1
5.092565E0,-2.802283E-1,1.864741E-1
5.125850E0,-2.728706E-1,1.742171E-1
5.159135E0,-2.620812E-1,1.525493E-1
5.192419E0,-2.445833E-1,9.386114E-2
5.225704E0,-2.131498E-1,9.239345E-2
5.258989E0,-1.829971E-1,6.700727E-2
5.292274E0,-1.331482E-1,3.215350E-2
5.325558E0,-7.486553E-2,1.035105E-2
5.358843E0,-2.448892E-2,2.115628E-3
5.392128E0,6.676422E-2,8.560157E-4
5.425413E0,1.025965E-1,4.564674E-3
5.458697E0,1.741410E-1,3.404971E-2
5.491982E0,2.179125E-1,6.349254E-2
5.525267E0,2.588799E-1,1.031260E-1
5.558551E0,2.795554E-1,1.233531E-1
5.591836E0,3.060119E-1,1.435540E-1
5.625121E0,3.149431E-1,1.723918E-1
5.658406E0,3.205748E-1,1.854684E-1
5.691690E0,3.210314E-1,1.888744E-1
5.724975E0,3.173122E-1,1.820180E-1
5.758260E0,3.094680E-1,1.664896E-1
5.791545E0,2.960395E-1,1.414100E-1
5.824829E0,2.750039E-1,1.124380E-1
5.858114E0,2.385338E-1,7.838723E-2
5.891399E0,1.917864E-1,4.503624E-2
5.924684E0,1.442192E-1,1.954313E-2
5.957968E0,8.632618E-2,6.843685E-3
5.991253E0,1.184841E-2,8.551359E-4
6.024538E0,-4.786618E-2,3.720517E-3
6.057823E0,-1.045748E-1,2.514510E-2
6.091107E0,-1.559431E-1,4.691693E-2
6.124392E0,-1.995716E-1,7.715843E-2
6.157677E0,-2.285992E-1,1.067654E-1
6.190962E0,-2.508516E-1,1.356167E-1
6.224246E0,-2.694394E-1,1.625412E-1
6.257531E0,-2.779967E-1,1.746912E-1
6.290816E0,-2.813578E-1,1.814385E-1
6.324100E0,-2.794371E-1,1.789948E-1
6.357385E0,-2.735628E-1,1.656756E-1
6.390670E0,-2.599665E-1,1.462719E-1
6.423955E0,-2.412681E-1,1.212225E-1
6.457239E0,-2.146836E-1,9.290010E-2
