t,x,y
0.000000E0,2.844265E-1,1.478482E-2
3.328435E-2,2.785888E-1,8.139704E-3
6.656870E-2,2.652554E-1,-4.982595E-3
9.985304E-2,2.462145E-1,-2.318172E-2
1.331374E-1,2.191824E-1,-4.308020E-2
1.664217E-1,1.850397E-1,-6.432866E-2
1.997061E-1,1.436180E-1,-8.126651E-2
2.329904E-1,9.661988E-2,-9.514062E-2
2.662748E-1,4.618483E-2,-1.015851E-1
2.995591E-1,-5.207118E-3,-1.017815E-1
3.328435E-1,-5.327468E-2,-9.178190E-2
3.661278E-1,-9.728003E-2,-7.736425E-2
3.994122E-1,-1.348036E-1,-5.923613E-2
4.326965E-1,-1.653124E-1,-4.005815E-2
4.659809E-1,-1.904584E-1,-2.205679E-2
4.992652E-1,-2.077588E-1,-6.996478E-3
5.325496E-1,-2.178344E-1,3.865579E-3
5.658339E-1,-2.221657E-1,8.496981E-3
5.991183E-1,-2.208101E-1,6.456176E-3
6.324026E-1,-2.133285E-1,-1.188189E-3
6.656870E-1,-1.992736E-1,-1.506354E-2
6.989713E-1,-1.774308E-1,-3.206954E-2
7.322557E-1,-1.489534E-1,-5.172321E-2
7.655400E-1,-1.137275E-1,-7.189436E-2
7.988244E-1,-7.086857E-2,-8.769072E-2
8.321087E-1,-2.336793E-2,-9.733251E-2
8.653931E-1,2.664940E-2,-1.014079E-1
8.986774E-1,7.739691E-2,-9.983123E-2
9.319617E-1,1.245928E-1,-8.731768E-2
9.652461E-1,1.682721E-1,-7.265286E-2
9.985304E-1,2.054157E-1,-5.370077E-2
1.031815E0,2.327707E-1,-3.531866E-2
1.065099E0,2.558031E-1,-1.709615E-2
1.098383E0,2.704516E-1,-1.861087E-3
1.131668E0,2.792912E-1,8.200118E-3
1.164952E0,2.828334E-1,1.108834E-2
1.198237E0,2.802375E-1,7.805326E-3
1.231521E0,2.706272E-1,-2.194333E-3
1.264805E0,2.549704E-1,-1.686264E-2
1.298090E0,2.318714E-1,-3.515433E-2
1.331374E0,2.020496E-1,-5.474183E-2
1.364658E0,1.649016E-1,-7.451121E-2
1.397943E0,1.212286E-1,-8.840233E-2
1.431227E0,7.314077E-2,-9.886164E-2
1.464511E0,2.325279E-2,-1.013789E-1
1.497796E0,-2.621691E-2,-9.712331E-2
1.531080E0,-7.242174E-2,-8.655129E-2
1.564364E0,-1.126808E-1,-7.089885E-2
1.597649E0,-1.472754E-1,-5.297429E-2
1.630933E0,-1.747276E-1,-3.417839E-2
1.664217E0,-1.945779E-1,-1.719619E-2
1.697502E0,-2.087944E-1,-4.747563E-3
1.730786E0,-2.168818E-1,2.469949E-3
1.764070E0,-2.178145E-1,4.461818E-3
1.797355E0,-2.133216E-1,-1.763138E-4
1.830639E0,-2.024058E-1,-1.033974E-2
1.863923E0,-1.861200E-1,-2.701517E-2
1.897208E0,-1.603579E-1,-4.409065E-2
1.930492E0,-1.291115E-1,-6.392846E-2
1.963777E0,-9.001218E-2,-8.018454E-2
1.997061E0,-4.566253E-2,-9.351665E-2
2.030345E0,4.027583E-3,-1.007405E-1
2.063630E0,5.218400E-2,-1.023110E-1
2.096914E0,1.005484E-1,-9.462155E-2
2.130198E0,1.452216E-1,-8.200735E-2
2.163483E0,1.849620E-1,-6.490607E-2
2.196767E0,2.179787E-1,-4.602747E-2
2.230051E0,2.424757E-1,-2.829393E-2
2.263336E0,2.600760E-1,-1.300065E-2
2.296620E0,2.723242E-1,-9.602837E-4
2.329904E0,2.782854E-1,5.449510E-3
2.363189E0,2.781384E-1,5.376177E-3
2.396473E0,2.722955E-1,-1.055382E-3
2.429757E0,2.595590E-1,-1.278568E-2
2.463042E0,2.397092E-1,-3.038540E-2
2.496326E0,2.135180E-1,-4.859580E-2
2.529610E0,1.802528E-1,-6.730753E-2
2.562895E0,1.396370E-1,-8.334665E-2
2.596179E0,9.509605E-2,-9.535981E-2
2.629464E0,4.658745E-2,-1.014286E-1
2.662748E0,-2.409231E-3,-1.010514E-1
2.696032E0,-5.009720E-2,-9.434921E-2
2.729317E0,-9.278160E-2,-8.133688E-2
2.762601E0,-1.303024E-1,-6.486113E-2
2.795885E0,-1.598166E-1,-4.586401E-2
2.829170E0,-1.840476E-1,-2.912204E-2
2.862454E0,-2.015140E-1,-1.559730E-2
2.895738E0,-2.113505E-1,-5.085952E-3
2.929023E0,-2.155634E-1,-1.170962E-3
2.962307E0,-2.136245E-1,-2.717718E-3
2.995591E0,-2.058425E-1,-1.069800E-2
3.028876E0,-1.906425E-1,-2.287743E-2
3.062160E0,-1.697483E-1,-4.000384E-2
3.095444E0,-1.412797E-1,-5.802113E-2
3.128729E0,-1.061507E-1,-7.621635E-2
3.162013E0,-6.421284E-2,-8.993566E-2
3.195297E0,-1.831874E-2,-1.005986E-1
3.228582E0,3.008671E-2,-1.037418E-1
3.261866E0,7.854987E-2,-9.971612E-2
3.295150E0,1.239395E-1,-8.854496E-2
3.328435E0,1.656219E-1,-7.449363E-2
