t,x,y
3.330162E-2,-2.419102E-1,1.195830E-1
6.660324E-2,-2.322118E-1,1.081122E-1
9.990486E-2,-2.162494E-1,9.170105E-2
1.332065E-1,-1.947565E-1,7.533828E-2
1.665081E-1,-1.652554E-1,5.545646E-2
1.998097E-1,-1.285380E-1,3.640522E-2
2.331113E-1,-9.553785E-2,2.188006E-2
2.664130E-1,-4.439596E-2,1.138068E-2
2.997146E-1,2.797838E-3,6.390992E-3
3.330162E-1,5.061380E-2,1.082737E-2
3.663178E-1,9.917883E-2,2.093209E-2
3.996195E-1,1.410678E-1,3.448595E-2
4.329211E-1,1.780155E-1,5.369078E-2
4.662227E-1,2.045275E-1,7.219668E-2
4.995243E-1,2.266429E-1,9.192241E-2
5.328259E-1,2.426408E-1,1.056746E-1
5.661276E-1,2.519643E-1,1.151622E-1
5.994292E-1,2.553427E-1,1.186175E-1
6.327308E-1,2.528202E-1,1.154560E-1
6.660324E-1,2.441070E-1,1.066466E-1
6.993340E-1,2.287687E-1,9.221270E-2
7.326357E-1,2.062980E-1,7.383198E-2
7.659373E-1,1.766925E-1,5.451803E-2
7.992389E-1,1.399181E-1,3.682364E-2
8.325405E-1,9.751417E-2,2.232668E-2
8.658421E-1,4.941086E-2,1.075391E-2
8.991438E-1,7.926056E-3,8.082053E-3
9.324454E-1,-4.661922E-2,1.101730E-2
9.657470E-1,-8.496113E-2,2.151227E-2
9.990486E-1,-1.315838E-1,3.792302E-2
1.032350E0,-1.676746E-1,5.657667E-2
1.065652E0,-1.961968E-1,7.550635E-2
1.098953E0,-2.174352E-1,9.350276E-2
1.132255E0,-2.323155E-1,1.081823E-1
1.165557E0,-2.418904E-1,1.152176E-1
1.198858E0,-2.446431E-1,1.183141E-1
1.232160E0,-2.420770E-1,1.158029E-1
1.265462E0,-2.337126E-1,1.078809E-1
1.298763E0,-2.186513E-1,9.425150E-2
1.332065E0,-1.971049E-1,7.617265E-2
1.365366E0,-1.687266E-1,5.624151E-2
1.398668E0,-1.331444E-1,3.793364E-2
1.431970E0,-9.228561E-2,2.284708E-2
1.465271E0,-4.518764E-2,1.123289E-2
1.498573E0,8.035945E-3,9.468149E-3
1.531875E0,4.802294E-2,1.065912E-2
1.565176E0,8.983603E-2,2.035388E-2
1.598478E0,1.334333E-1,3.265376E-2
1.631779E0,1.689939E-1,4.985173E-2
1.665081E0,1.964682E-1,6.636067E-2
1.698383E0,2.160025E-1,8.231320E-2
1.731684E0,2.365763E-1,1.013101E-1
1.764986E0,2.457842E-1,1.105850E-1
1.798288E0,2.492081E-1,1.137034E-1
1.831589E0,2.467964E-1,1.109965E-1
1.864891E0,2.378580E-1,1.023146E-1
1.898192E0,2.228183E-1,8.880553E-2
1.931494E0,2.015237E-1,7.229285E-2
1.964796E0,1.730431E-1,5.320494E-2
1.998097E0,1.373844E-1,3.567514E-2
2.031399E0,9.594427E-2,2.137013E-2
2.064700E0,5.058825E-2,1.208143E-2
2.098002E0,7.759902E-3,9.335438E-3
2.131304E0,-4.296264E-2,1.191522E-2
2.164605E0,-8.258020E-2,2.125542E-2
2.197907E0,-1.219432E-1,3.495445E-2
2.231209E0,-1.629373E-1,5.404609E-2
2.264510E0,-1.913820E-1,7.203512E-2
2.297812E0,-2.132979E-1,8.832610E-2
2.331113E0,-2.285109E-1,1.020678E-1
2.364415E0,-2.370435E-1,1.104557E-1
2.397717E0,-2.399566E-1,1.135347E-1
2.431018E0,-2.374826E-1,1.107384E-1
