t,x,y
6.667245E-2,-2.954505E-1,8.554401E-2
1.000087E-1,-2.860416E-1,6.343219E-2
1.333449E-1,-2.760139E-1,3.569292E-2
1.666811E-1,-2.520579E-1,-2.383703E-3
2.000174E-1,-2.154695E-1,-3.934635E-2
2.333536E-1,-1.690649E-1,-7.232290E-2
2.666898E-1,-1.115587E-1,-1.001928E-1
3.000260E-1,-4.538441E-2,-1.171805E-1
3.333623E-1,2.480256E-2,-1.220398E-1
3.666985E-1,8.558680E-2,-1.111707E-1
4.000347E-1,1.445732E-1,-9.114462E-2
4.333709E-1,1.975420E-1,-5.868164E-2
4.667072E-1,2.291644E-1,-3.520250E-2
5.000434E-1,2.716235E-1,1.497585E-2
5.333796E-1,2.921597E-1,4.535761E-2
5.667158E-1,3.051926E-1,6.988928E-2
6.000521E-1,3.116019E-1,8.664933E-2
6.333883E-1,3.124182E-1,8.316646E-2
6.667245E-1,3.100327E-1,7.927365E-2
7.000607E-1,3.034061E-1,6.465036E-2
7.333970E-1,2.909896E-1,4.256622E-2
7.667332E-1,2.672083E-1,5.676238E-3
8.000694E-1,2.412952E-1,-2.384360E-2
8.334056E-1,2.025144E-1,-5.610769E-2
8.667419E-1,1.526190E-1,-8.701543E-2
9.000781E-1,9.404411E-2,-1.092868E-1
9.334143E-1,2.532187E-2,-1.192953E-1
9.667506E-1,-4.203437E-2,-1.179683E-1
1.000087E0,-1.048505E-1,-1.029887E-1
1.033423E0,-1.666507E-1,-7.287609E-2
1.066759E0,-2.124737E-1,-4.006770E-2
1.100095E0,-2.421864E-1,-1.225693E-2
1.133432E0,-2.631238E-1,1.397441E-2
1.166768E0,-2.839000E-1,4.559067E-2
1.200104E0,-2.940591E-1,6.691440E-2
1.233440E0,-2.989642E-1,8.000482E-2
1.266777E0,-2.998860E-1,8.312629E-2
1.300113E0,-2.965718E-1,7.551545E-2
1.333449E0,-2.888812E-1,5.804255E-2
1.366785E0,-2.748362E-1,3.311358E-2
1.400121E0,-2.499199E-1,3.494874E-3
1.433458E0,-2.218989E-1,-3.033698E-2
1.466794E0,-1.771395E-1,-6.727318E-2
1.500130E0,-1.257216E-1,-9.597249E-2
1.533466E0,-6.775405E-2,-1.113334E-1
1.566803E0,1.445902E-3,-1.232020E-1
1.600139E0,6.979990E-2,-1.164005E-1
1.633475E0,1.254830E-1,-9.892497E-2
1.666811E0,1.868407E-1,-6.741936E-2
1.700148E0,2.317561E-1,-3.180237E-2
1.733484E0,2.536268E-1,-1.031476E-2
1.766820E0,2.769491E-1,2.001058E-2
1.800156E0,2.936835E-1,4.010767E-2
1.833492E0,3.018494E-1,6.298434E-2
1.866829E0,3.057162E-1,7.189972E-2
1.900165E0,3.046140E-1,7.011335E-2
1.933501E0,2.991427E-1,5.801958E-2
1.966837E0,2.879423E-1,3.856524E-2
2.000174E0,2.675729E-1,5.951949E-3
2.033510E0,2.412601E-1,-2.133985E-2
2.066846E0,2.033607E-1,-5.693057E-2
2.100182E0,1.557255E-1,-8.530941E-2
2.133518E0,9.940572E-2,-1.082867E-1
2.166855E0,2.466706E-2,-1.195013E-1
2.200191E0,-3.026829E-2,-1.236466E-1
2.233527E0,-8.889978E-2,-1.094431E-1
2.266863E0,-1.434544E-1,-8.687640E-2
2.300200E0,-1.837897E-1,-6.309401E-2
2.333536E0,-2.409976E-1,-1.415514E-2
2.366872E0,-2.574780E-1,6.727913E-3
2.400208E0,-2.745042E-1,3.122475E-2
2.433544E0,-2.867090E-1,5.271447E-2
2.466881E0,-2.932317E-1,6.551942E-2
2.500217E0,-2.947134E-1,6.938564E-2
2.533553E0,-2.911821E-1,6.281396E-2
2.566889E0,-2.829214E-1,4.695279E-2
2.600226E0,-2.685318E-1,2.443012E-2
2.633562E0,-2.453614E-1,-6.243948E-3
2.666898E0,-2.168329E-1,-3.443970E-2
2.700234E0,-1.735856E-1,-6.820567E-2
2.733571E0,-1.232357E-1,-9.549241E-2
2.766907E0,-6.603139E-2,-1.115462E-1
2.800243E0,3.126770E-3,-1.240132E-1
2.833579E0,6.279167E-2,-1.140800E-1
2.866915E0,1.208049E-1,-1.001484E-1
2.900252E0,1.750697E-1,-7.322489E-2
2.933588E0,2.241882E-1,-4.003460E-2
2.966924E0,2.504633E-1,-2.520564E-2
3.000260E0,2.733175E-1,1.416897E-2
3.033597E0,2.900051E-1,3.975384E-2
3.066933E0,2.990798E-1,5.737198E-2
3.100269E0,3.022129E-1,6.539263E-2
3.133605E0,3.014624E-1,6.368624E-2
3.166941E0,2.957329E-1,5.194091E-2
3.200278E0,2.836837E-1,3.125767E-2
3.233614E0,2.657466E-1,6.554119E-3
3.266950E0,2.346654E-1,-2.727554E-2
3.300286E0,1.958845E-1,-5.953962E-2
3.333623E0,1.498592E-1,-8.816893E-2
3.366959E0,9.360860E-2,-1.085275E-1
3.400295E0,2.470326E-2,-1.191353E-1
3.433631E0,-3.361833E-2,-1.228588E-1
3.466967E0,-9.733922E-2,-1.028834E-1
3.500304E0,-1.491809E-1,-8.121728E-2
3.533640E0,-1.798924E-1,-6.155323E-2
3.566976E0,-2.320193E-1,-2.296612E-2
3.600312E0,-2.532582E-1,3.448075E-3
3.633649E0,-2.679184E-1,2.439223E-2
3.666985E0,-2.803672E-1,4.485949E-2
3.700321E0,-2.869737E-1,5.593766E-2
3.733657E0,-2.881619E-1,5.831529E-2
3.766994E0,-2.841380E-1,5.109912E-2
3.800330E0,-2.749832E-1,3.550250E-2
3.833666E0,-2.591477E-1,1.023404E-2
3.867002E0,-2.404938E-1,-1.390269E-2
3.900338E0,-2.091930E-1,-4.351483E-2
3.933675E0,-1.628412E-1,-7.630425E-2
3.967011E0,-1.121003E-1,-1.000365E-1
4.000347E0,-5.709198E-2,-1.156752E-1
4.033683E0,6.567865E-3,-1.165430E-1
4.067020E0,6.314082E-2,-1.179885E-1
4.100356E0,1.271639E-1,-9.973616E-2
4.133692E0,1.825390E-1,-7.242923E-2
4.167028E0,2.264131E-1,-3.879396E-2
4.200364E0,2.512049E-1,-1.619195E-2
4.233701E0,2.732619E-1,9.165277E-3
4.267037E0,2.889800E-1,3.216004E-2
4.300373E0,2.974025E-1,4.724254E-2
4.333709E0,3.000663E-1,5.279610E-2
4.367046E0,2.981432E-1,4.903314E-2
4.400382E0,2.904581E-1,3.593341E-2
4.433718E0,2.761288E-1,1.586007E-2
4.467054E0,2.549485E-1,-9.372278E-3
4.500390E0,2.214641E-1,-3.831233E-2
4.533727E0,1.809958E-1,-6.943911E-2
4.567063E0,1.323296E-1,-9.456235E-2
4.600399E0,7.552773E-2,-1.131197E-1
4.633735E0,1.307158E-2,-1.188653E-1
4.667072E0,-3.518459E-2,-1.183623E-1
4.700408E0,-1.015355E-1,-1.012727E-1
4.733744E0,-1.559452E-1,-7.690037E-2
4.767080E0,-2.003183E-1,-4.725339E-2
4.800417E0,-2.353995E-1,-1.434640E-2
4.833753E0,-2.498848E-1,9.911221E-4
4.867089E0,-2.660855E-1,2.304631E-2
4.900425E0,-2.766517E-1,4.045741E-2
4.933761E0,-2.812756E-1,4.899370E-2
4.967098E0,-2.809712E-1,4.872515E-2
5.000434E0,-2.755550E-1,3.911753E-2
5.033770E0,-2.649111E-1,2.236417E-2
5.067106E0,-2.472984E-1,-9.041367E-4
5.100443E0,-2.253075E-1,-2.537628E-2
5.133779E0,-1.879495E-1,-5.816960E-2
5.167115E0,-1.432462E-1,-8.576751E-2
5.200451E0,-9.198789E-2,-1.067940E-1
5.233787E0,-3.449971E-2,-1.195322E-1
5.267124E0,3.880636E-2,-1.204305E-1
5.300460E0,8.644478E-2,-1.128282E-1
5.333796E0,1.483615E-1,-8.933989E-2
5.367132E0,1.947856E-1,-6.400653E-2
5.400469E0,2.326953E-1,-3.107466E-2
5.433805E0,2.536268E-1,-1.031476E-2
5.467141E0,2.719168E-1,1.172998E-2
5.500477E0,2.861339E-1,3.059631E-2
5.533814E0,2.925333E-1,4.202959E-2
5.567150E0,2.937589E-1,4.425217E-2
5.600486E0,2.898263E-1,3.745620E-2
5.633822E0,2.794436E-1,2.199666E-2
5.667158E0,2.630244E-1,2.254040E-3
5.700495E0,2.371691E-1,-2.724044E-2
5.733831E0,1.975186E-1,-5.701247E-2
5.767167E0,1.570618E-1,-8.282472E-2
5.800503E0,1.072275E-1,-1.066936E-1
5.833840E0,4.900550E-2,-1.217005E-1
5.867176E0,-2.551972E-2,-1.206677E-1
5.900512E0,-7.217300E-2,-1.117128E-1
5.933848E0,-1.241512E-1,-9.574654E-2
5.967184E0,-1.736364E-1,-6.993197E-2
6.000521E0,-2.123787E-1,-4.016238E-2
6.033857E0,-2.444928E-1,-1.133896E-2
6.067193E0,-2.524471E-1,5.128943E-3
6.100529E0,-2.665523E-1,2.484846E-2
6.133866E0,-2.743017E-1,3.763197E-2
6.167202E0,-2.768713E-1,4.254319E-2
6.200538E0,-2.740934E-1,3.805105E-2
6.233874E0,-2.659938E-1,2.510199E-2
6.267210E0,-2.514433E-1,4.962670E-3
6.300547E0,-2.312315E-1,-1.961609E-2
6.333883E0,-2.074887E-1,-4.599518E-2
6.367219E0,-1.643559E-1,-7.493748E-2
6.400555E0,-1.174238E-1,-9.881494E-2
6.433892E0,-6.398002E-2,-1.125408E-1
6.467228E0,-6.911639E-3,-1.224844E-1
6.500564E0,6.423394E-2,-1.149425E-1
6.533900E0,1.095194E-1,-1.044880E-1
6.567237E0,1.628738E-1,-8.090651E-2
6.600573E0,1.938330E-1,-6.333953E-2
6.633909E0,2.420956E-1,-2.131552E-2
6.667245E0,2.569300E-1,-7.764211E-3
6.700581E0,2.736058E-1,1.216572E-2
6.733918E0,2.839839E-1,2.729440E-2
6.767254E0,2.879313E-1,3.408361E-2
6.800590E0,2.866012E-1,3.200755E-2
6.833926E0,2.792758E-1,2.072056E-2
6.867263E0,2.647926E-1,2.307267E-3
6.900599E0,2.437051E-1,-1.908779E-2
6.933935E0,2.115661E-1,-4.679857E-2
6.967271E0,1.710693E-1,-7.574772E-2
7.000607E0,1.263176E-1,-9.891327E-2
7.033944E0,6.813850E-2,-1.135670E-1
7.067280E0,2.479237E-2,-1.196100E-1
7.100616E0,-4.453812E-2,-1.180034E-1
7.133952E0,-1.014653E-1,-1.062802E-1
7.167289E0,-1.476366E-1,-8.772829E-2
7.200625E0,-1.902289E-1,-6.169698E-2
7.233961E0,-2.253443E-1,-3.123210E-2
7.267297E0,-2.430443E-1,-1.059946E-2
7.300633E0,-2.598506E-1,9.966899E-3
7.333970E0,-2.705345E-1,2.564485E-2
7.367306E0,-2.758750E-1,3.320864E-2
7.400642E0,-2.753627E-1,3.277612E-2
7.433978E0,-2.691491E-1,2.379608E-2
7.467315E0,-2.572526E-1,7.073344E-3
7.500651E0,-2.388256E-1,-1.364461E-2
7.533987E0,-2.117435E-1,-4.021159E-2
7.567323E0,-1.737544E-1,-7.056471E-2
7.600660E0,-1.325204E-1,-9.419436E-2
7.633996E0,-8.556144E-2,-1.093963E-1
7.667332E0,-2.865762E-2,-1.194503E-1
7.700668E0,3.394788E-2,-1.194074E-1
7.734004E0,7.898281E-2,-1.198592E-1
7.767341E0,1.370970E-1,-9.375367E-2
7.800677E0,1.772073E-1,-7.294296E-2
7.834013E0,2.094130E-1,-4.975481E-2
7.867349E0,2.347465E-1,-2.746086E-2
7.900686E0,2.634897E-1,6.752282E-4
7.934022E0,2.758324E-1,1.747936E-2
7.967358E0,2.815746E-1,2.660579E-2
8.000694E0,2.819612E-1,2.771245E-2
8.034030E0,2.766478E-1,1.966721E-2
8.067367E0,2.649097E-1,4.122267E-3
8.100703E0,2.471361E-1,-1.536822E-2
8.134039E0,2.223221E-1,-3.996980E-2
8.167375E0,1.838741E-1,-6.838763E-2
8.200712E0,1.410996E-1,-9.291833E-2
8.234048E0,9.063598E-2,-1.109761E-1
8.267384E0,2.485080E-2,-1.192452E-1
8.300720E0,-3.259146E-2,-1.171731E-1
8.334056E0,-7.709563E-2,-1.103136E-1
8.367393E0,-1.267700E-1,-9.383814E-2
8.400729E0,-1.711969E-1,-6.925343E-2
8.434065E0,-1.976515E-1,-5.142250E-2
8.467401E0,-2.394425E-1,-1.078558E-2
8.500738E0,-2.506843E-1,-1.524330E-3
8.534074E0,-2.630461E-1,1.455587E-2
8.567410E0,-2.695130E-1,2.476671E-2
8.600746E0,-2.708727E-1,2.677735E-2
8.634083E0,-2.663810E-1,2.011042E-2
8.667419E0,-2.557783E-1,5.882817E-3
8.700755E0,-2.397119E-1,-1.302319E-2
8.734091E0,-2.134127E-1,-4.023499E-2
8.767427E0,-1.834864E-1,-6.257439E-2
8.800764E0,-1.409044E-1,-8.793871E-2
8.834100E0,-9.253117E-2,-1.071838E-1
8.867436E0,-3.871943E-2,-1.162523E-1
8.900772E0,2.519587E-2,-1.192766E-1
8.934109E0,7.132901E-2,-1.133143E-1
8.967445E0,1.218305E-1,-9.913061E-2
9.000781E0,1.648883E-1,-7.958133E-2
9.034117E0,1.991412E-1,-5.843275E-2
9.067453E0,2.266262E-1,-3.621107E-2
9.100790E0,2.544146E-1,-6.964726E-3
9.134126E0,2.682424E-1,9.360596E-3
9.167462E0,2.752557E-1,1.984113E-2
9.200798E0,2.767302E-1,2.260572E-2
9.234135E0,2.728215E-1,1.688675E-2
9.267471E0,2.624335E-1,3.464424E-3
9.300807E0,2.465248E-1,-1.511344E-2
9.334143E0,2.214758E-1,-3.914691E-2
9.367479E0,1.867977E-1,-6.634500E-2
9.400816E0,1.445381E-1,-8.864087E-2
9.434152E0,9.711512E-2,-1.076265E-1
9.467488E0,4.234052E-2,-1.226287E-1
9.500824E0,-1.692665E-2,-1.226248E-1
9.534161E0,-6.920678E-2,-1.115592E-1
9.567497E0,-1.177041E-1,-9.740427E-2
9.600833E0,-1.558527E-1,-7.835012E-2
9.634169E0,-1.874714E-1,-5.969358E-2
9.667506E0,-2.144943E-1,-3.743191E-2
9.700842E0,-2.447720E-1,-6.449936E-3
9.734178E0,-2.568811E-1,9.035344E-3
9.767514E0,-2.652426E-1,1.931278E-2
9.800850E0,-2.666774E-1,2.248653E-2
9.834187E0,-2.636113E-1,1.738213E-2
9.867523E0,-2.539966E-1,5.104868E-3
9.900859E0,-2.382935E-1,-1.316282E-2
9.934195E0,-2.154552E-1,-3.590206E-2
9.967532E0,-1.864135E-1,-6.072520E-2
1.000087E1,-1.459674E-1,-8.770489E-2
1.003420E1,-9.947771E-2,-1.066899E-1
