t,x,y
2.667538E-1,2.942493E-1,4.925151E-2
3.000980E-1,2.796221E-1,3.346248E-2
3.334422E-1,2.584922E-1,1.307368E-2
3.667864E-1,2.298608E-1,-1.069769E-2
4.001307E-1,1.930444E-1,-3.886984E-2
4.334749E-1,1.482852E-1,-5.889369E-2
4.668191E-1,9.528086E-2,-8.127329E-2
5.001633E-1,3.403142E-2,-9.069628E-2
5.335076E-1,-2.015078E-2,-9.305203E-2
5.668518E-1,-7.079935E-2,-8.598479E-2
6.001960E-1,-1.261594E-1,-7.185030E-2
6.335402E-1,-1.768080E-1,-5.064857E-2
6.668844E-1,-2.156778E-1,-2.826897E-2
7.002287E-1,-2.415911E-1,-4.711495E-3
7.335729E-1,-2.698600E-1,1.766811E-2
7.669171E-1,-2.863503E-1,3.651409E-2
8.002613E-1,-2.933444E-1,5.068535E-2
8.336055E-1,-2.986700E-1,5.742652E-2
8.669498E-1,-2.984333E-1,5.645896E-2
9.002940E-1,-2.923170E-1,4.944866E-2
9.336382E-1,-2.801911E-1,3.601587E-2
9.669824E-1,-2.618216E-1,1.685009E-2
1.000327E0,-2.365321E-1,-6.128270E-3
1.033671E0,-2.054525E-1,-2.921332E-2
1.067015E0,-1.673370E-1,-5.351335E-2
1.100359E0,-1.210740E-1,-7.302076E-2
1.133704E0,-5.639615E-2,-8.866930E-2
1.167048E0,6.553615E-3,-9.362285E-2
1.200392E0,6.407533E-2,-8.593912E-2
1.233736E0,1.171989E-1,-7.603698E-2
1.267080E0,1.660606E-1,-5.672882E-2
1.300425E0,2.079027E-1,-3.411859E-2
1.333769E0,2.420928E-1,-9.909369E-3
1.367113E0,2.687715E-1,1.395010E-2
1.400457E0,2.882670E-1,3.487919E-2
1.433802E0,2.949202E-1,4.487420E-2
1.467146E0,3.005294E-1,5.235323E-2
1.500490E0,3.023992E-1,5.141835E-2
1.533834E0,2.967899E-1,4.674395E-2
1.567178E0,2.846365E-1,3.365565E-2
1.600523E0,2.678087E-1,1.589294E-2
1.633867E0,2.477565E-1,-9.729933E-4
1.667211E0,2.151535E-1,-2.589907E-2
1.700555E0,1.641799E-1,-5.434684E-2
1.733900E0,1.125326E-1,-7.403776E-2
1.767244E0,6.852749E-2,-8.523150E-2
1.800588E0,1.420146E-2,-9.160573E-2
1.833932E0,-5.462883E-2,-8.870291E-2
1.867276E0,-9.523108E-2,-7.969061E-2
1.900621E0,-1.510171E-1,-6.170202E-2
1.933965E0,-1.949565E-1,-4.113468E-2
1.967309E0,-2.296133E-1,-1.581353E-2
2.000653E0,-2.571235E-1,7.353907E-3
2.033998E0,-2.775538E-1,2.782705E-2
2.067342E0,-2.875095E-1,4.206956E-2
2.100686E0,-2.949885E-1,4.954859E-2
2.134030E0,-2.968583E-1,5.141835E-2
2.167374E0,-2.940536E-1,4.674395E-2
2.200719E0,-2.861038E-1,3.978206E-2
2.234063E0,-2.702856E-1,2.181549E-2
2.267407E0,-2.472570E-1,-4.990883E-4
2.300751E0,-2.168336E-1,-2.397072E-2
2.334096E0,-1.817944E-1,-4.439252E-2
2.367440E0,-1.364942E-1,-6.574085E-2
2.400784E0,-7.520895E-2,-8.409604E-2
2.434128E0,-1.957965E-2,-9.200197E-2
2.467472E0,2.410375E-2,-9.154456E-2
2.500817E0,7.407739E-2,-8.484897E-2
2.534161E0,1.270277E-1,-7.109412E-2
2.567505E0,1.735545E-1,-5.665678E-2
2.600849E0,2.089824E-1,-3.113241E-2
2.634194E0,2.416321E-1,-3.739516E-3
2.667538E0,2.628820E-1,1.465667E-2
2.700882E0,2.837016E-1,3.085101E-2
2.734226E0,2.905780E-1,4.032669E-2
2.767570E0,2.977248E-1,4.954859E-2
2.800915E0,2.907976E-1,4.065924E-2
2.834259E0,2.831969E-1,3.231721E-2
2.867603E0,2.686653E-1,1.831219E-2
2.900947E0,2.467697E-1,-9.502310E-4
2.934292E0,2.172517E-1,-2.302414E-2
2.967636E0,1.832890E-1,-4.347425E-2
3.000980E0,1.313163E-1,-7.105081E-2
3.034324E0,7.522359E-2,-8.694375E-2
3.067668E0,2.287036E-2,-9.068327E-2
3.101013E0,-3.602702E-2,-9.161815E-2
3.134357E0,-8.744537E-2,-8.226936E-2
3.167701E0,-1.332544E-1,-6.731129E-2
3.201045E0,-1.774027E-1,-4.195886E-2
3.234390E0,-2.114169E-1,-2.071791E-2
3.267734E0,-2.412260E-1,1.981634E-3
3.301078E0,-2.636927E-1,2.215053E-2
3.334422E0,-2.795165E-1,3.918573E-2
3.367766E0,-2.893792E-1,4.393932E-2
3.401111E0,-2.940536E-1,4.767883E-2
3.434455E0,-2.912490E-1,4.674395E-2
3.467799E0,-2.847048E-1,3.646028E-2
3.501143E0,-2.697048E-1,3.646028E-2
3.534488E0,-2.495241E-1,9.172694E-3
3.567832E0,-2.219418E-1,-1.396482E-2
3.601176E0,-1.845216E-1,-3.926050E-2
3.634520E0,-1.474524E-1,-5.860852E-2
3.667864E0,-1.009317E-1,-7.549878E-2
3.701209E0,-3.633624E-2,-8.866321E-2
3.734553E0,1.777323E-2,-9.112296E-2
3.767897E0,6.900119E-2,-8.521197E-2
3.801241E0,1.112521E-1,-7.703888E-2
3.834586E0,1.581227E-1,-5.853013E-2
3.867930E0,1.976041E-1,-3.642745E-2
3.901274E0,2.307827E-1,-1.609086E-2
3.934618E0,2.560341E-1,3.245833E-3
3.967962E0,2.730559E-1,1.890446E-2
4.001307E0,2.795044E-1,3.330011E-2
4.034651E0,2.930504E-1,4.019980E-2
4.067995E0,2.826120E-1,3.771146E-2
4.101339E0,2.763927E-1,3.011699E-2
4.134684E0,2.645659E-1,1.728846E-2
4.168028E0,2.457646E-1,-4.086185E-4
4.201372E0,2.201743E-1,-2.037889E-2
4.234716E0,1.845049E-1,-4.379852E-2
4.268060E0,1.406651E-1,-6.637641E-2
